RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,vote_choice_undecided,approve_trump,approve_biden,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,vote_choice,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region
18671,2,2,True,1.0,,False,False,False,3.0,3,1.0,2,6,38,,False,1,1,25,0.763505380299999,1.0,1.0,3.0,2.0,1,True,2,1
18680,2,3,True,1.0,,True,False,True,3.0,1,,2,4,33,,False,1,1,26,1.11509872998,1.0,1.0,1.0,1.0,1,True,2,2
18692,2,1,True,2.0,,False,True,True,1.0,2,,1,7,42,,False,2,1,17,0.54433682754,2.0,2.0,2.0,2.0,2,True,2,2
18707,2,2,True,1.0,,False,False,True,3.0,2,,1,8,71,,False,1,1,9,0.58587780566,2.0,2.0,2.0,3.0,1,True,2,1
18713,2,2,True,1.0,,True,False,True,1.0,1,,2,5,61,,False,1,1,17,0.8998543326,1.0,1.0,1.0,3.0,1,True,2,2
18715,2,2,True,1.0,,False,False,False,2.0,2,,3,7,99,2.0,False,2,2,42,0.632222823559998,2.0,2.0,2.0,3.0,2,False,2,1
18718,2,1,True,1.0,2.0,False,False,True,3.0,3,3.0,3,5,43,,False,2,1,9,0.796236629,6.0,2.0,3.0,2.0,2,True,2,1
18763,2,2,True,1.0,,False,False,True,1.0,3,3.0,3,7,45,,False,9,1,6,0.511794925,2.0,2.0,3.0,2.0,9,True,2,4
18765,1,1,False,,,False,False,False,,1,,2,6,77,,False,1,2,25,1.04514046938,,,1.0,3.0,1,False,2,1
18773,2,2,True,1.0,,False,True,True,3.0,2,,3,8,74,,False,1,2,36,0.651849881080001,2.0,2.0,2.0,3.0,1,False,2,1
18782,2,2,True,9.0,,False,True,True,1.0,2,,3,4,87,,False,1,2,17,1.4379646929,,,2.0,3.0,1,False,2,2
18799,2,3,True,1.0,,False,False,True,1.0,3,1.0,2,7,31,,False,1,1,26,0.62914356385,1.0,1.0,3.0,1.0,1,True,2,2
18848,2,2,True,1.0,,False,True,True,1.0,2,,2,7,64,,True,1,2,48,1.02139197934,2.0,2.0,2.0,3.0,4,False,2,3
18868,2,2,True,1.0,,False,True,True,1.0,2,,3,7,50,,False,1,2,25,0.606233761579999,2.0,2.0,2.0,2.0,1,False,2,1
18878,2,2,False,,,False,False,False,,2,,1,3,18,,False,1,2,9,1.34592688252,,,2.0,1.0,1,False,1,1
18889,2,2,True,1.0,,False,False,False,2.0,3,2.0,1,8,28,,False,1,1,26,0.62914356385,2.0,2.0,3.0,1.0,1,True,2,2
18895,2,2,True,1.0,,False,False,True,3.0,2,,1,8,35,,False,1,2,36,0.606233761579999,2.0,2.0,2.0,2.0,1,False,2,1
18897,2,2,True,1.0,,False,False,True,3.0,3,1.0,2,7,49,,False,1,1,17,0.4677948181,1.0,1.0,3.0,2.0,1,True,2,2
18912,1,9,True,1.0,,False,False,False,2.0,1,,2,7,55,,False,1,2,36,0.62725177236,1.0,1.0,1.0,3.0,1,False,2,1
18959,2,1,True,1.0,,False,False,False,3.0,2,,1,8,72,,False,1,2,6,0.61802746998,2.0,2.0,2.0,3.0,1,False,2,4
18961,2,2,True,1.0,,False,True,False,1.0,2,,1,3,55,,False,2,1,45,1.34335238738,2.0,2.0,2.0,3.0,2,True,1,3
18969,2,1,True,1.0,2.0,False,False,False,2.0,4,2.0,1,7,23,,False,1,2,42,0.730722046899998,6.0,2.0,2.0,1.0,1,False,2,1
18996,2,1,True,2.0,,False,False,True,3.0,3,2.0,3,3,25,,True,1,1,19,1.4062635737,2.0,2.0,3.0,1.0,4,True,1,2
19000,2,3,False,,,False,False,False,,9,9.0,4,2,18,,False,2,1,17,1.140100669,,,3.0,1.0,2,True,1,2
19013,2,2,True,1.0,,False,True,True,1.0,2,,3,7,60,,False,2,2,6,0.644522124400001,2.0,2.0,2.0,3.0,2,False,2,4
19026,2,1,True,1.0,,False,True,True,1.0,2,,3,3,59,,False,1,2,21,1.43317902928,2.0,2.0,2.0,3.0,1,False,1,3
19105,2,2,True,1.0,,False,False,False,3.0,2,,1,8,36,,False,3,1,6,1.1709344537,2.0,2.0,2.0,2.0,3,True,2,4
19112,1,2,True,1.0,,False,False,True,1.0,1,,2,8,54,,False,1,2,34,0.583357015859998,1.0,1.0,1.0,2.0,1,False,2,1
19125,2,2,True,1.0,,False,False,False,1.0,2,,3,8,40,,False,1,2,17,0.58073528032,2.0,2.0,2.0,2.0,1,False,2,2
19131,2,3,True,1.0,,True,False,True,3.0,1,,2,5,51,,False,1,2,19,0.873709995539998,1.0,1.0,1.0,2.0,1,False,2,2
19155,2,2,True,1.0,,False,False,True,1.0,1,,2,5,25,,False,1,1,6,1.44390571986,1.0,1.0,1.0,1.0,1,True,2,4
19173,1,2,True,1.0,,False,False,True,1.0,2,,1,7,68,,False,1,1,27,0.56123550548,2.0,2.0,2.0,3.0,1,True,2,2
19180,1,3,True,1.0,2.0,False,False,False,3.0,2,,2,3,80,,False,1,2,20,1.4379646929,8.0,2.0,2.0,3.0,1,False,1,2
19184,2,2,True,2.0,,False,False,False,3.0,1,,1,5,29,,True,3,2,6,2.17525088514,1.0,1.0,1.0,1.0,4,False,2,4
19187,2,1,False,,,False,False,False,,4,3.0,2,3,18,,True,4,2,6,1.54856474725,,,3.0,1.0,4,False,1,4
19188,2,2,True,1.0,,False,False,False,1.0,4,3.0,3,6,36,,False,2,2,6,0.839929598049998,2.0,2.0,3.0,2.0,2,False,2,4
19191,2,3,True,2.0,,True,False,True,3.0,1,,2,2,33,,False,2,1,22,1.15903244742,1.0,1.0,1.0,1.0,2,True,1,3
19204,2,3,True,1.0,,False,False,True,3.0,4,2.0,1,7,37,,False,1,1,42,0.4883343957,2.0,2.0,2.0,2.0,1,True,2,1
19218,1,3,True,1.0,,False,False,True,3.0,1,,3,7,68,,False,1,2,19,0.600869263259999,1.0,1.0,1.0,3.0,1,False,2,2
19231,2,1,True,1.0,,False,False,False,3.0,4,2.0,1,8,34,,False,1,1,47,0.627049722049998,2.0,2.0,2.0,1.0,1,True,2,3
19238,2,2,False,,,False,False,False,,4,3.0,2,6,60,,False,1,1,6,0.829502581400001,,,3.0,3.0,1,True,2,4
19247,2,2,True,2.0,2.0,False,False,False,3.0,3,2.0,3,7,45,,False,1,2,16,0.628742386449999,6.0,2.0,3.0,2.0,1,False,2,4
19283,1,2,True,2.0,,False,False,False,2.0,1,,3,7,59,,False,1,2,29,0.600869263259999,1.0,1.0,1.0,3.0,1,False,2,2
19372,1,1,False,,,False,False,False,,3,3.0,3,3,59,,False,1,2,39,1.28874194175,,,3.0,3.0,1,False,1,2
19397,2,2,True,1.0,,True,False,True,1.0,1,,2,3,86,,False,1,2,21,1.37909680176,1.0,1.0,1.0,3.0,1,False,1,3
19402,2,1,True,1.0,,False,False,False,1.0,3,1.0,1,7,99,2.0,False,3,1,15,1.04942238775,1.0,1.0,3.0,3.0,3,True,2,4
19410,1,3,True,1.0,,False,False,True,3.0,2,,1,7,23,,False,1,1,39,0.70199176598,2.0,2.0,2.0,1.0,1,True,2,2
19412,1,2,True,1.0,,False,False,True,1.0,1,,2,5,62,,False,1,1,39,0.8998543326,1.0,1.0,1.0,3.0,1,True,2,2
19428,2,1,False,,,False,False,False,,4,9.0,4,3,31,,False,2,2,6,1.192695132,,,3.0,1.0,2,False,1,4
19447,1,2,True,1.0,,False,False,True,1.0,3,2.0,1,8,67,,False,1,2,55,0.55963313735,2.0,2.0,3.0,3.0,1,False,2,2
19458,1,2,True,1.0,,True,False,True,1.0,1,,3,7,83,,False,1,2,18,0.600869263259999,1.0,1.0,1.0,3.0,1,False,2,2
19460,2,2,True,1.0,3.0,False,False,False,3.0,1,,3,8,35,,False,1,2,20,0.55882074144,6.0,3.0,1.0,2.0,1,False,2,2
19469,2,3,True,1.0,,True,False,True,1.0,1,,2,4,50,,False,1,1,18,1.12324474374,1.0,1.0,1.0,2.0,1,True,2,2
19474,1,1,True,1.0,,False,False,True,1.0,3,3.0,3,5,75,,False,1,1,29,0.8380996235,2.0,2.0,3.0,3.0,1,True,2,2
19493,2,1,False,,,False,False,False,,4,9.0,4,2,42,,False,1,1,18,1.04615932015,,,3.0,2.0,1,True,1,2
19495,1,2,True,1.0,,True,False,False,3.0,1,,2,6,89,,False,1,2,55,1.0011813621,1.0,1.0,1.0,3.0,1,False,2,2
19506,1,2,True,1.0,,False,True,True,3.0,2,,3,8,68,,False,1,2,26,0.624432763780002,2.0,2.0,2.0,3.0,1,False,2,2
19623,2,2,True,1.0,,False,False,False,2.0,4,2.0,1,5,35,,False,2,1,17,0.762746536449999,2.0,2.0,2.0,2.0,2,True,2,2
19627,2,2,True,2.0,,False,False,False,2.0,3,2.0,1,8,35,,False,1,2,48,0.628742386449999,2.0,2.0,3.0,2.0,1,False,2,3
19665,2,1,True,1.0,3.0,False,False,False,3.0,3,3.0,3,6,26,,False,1,1,28,1.3542298925,6.0,3.0,3.0,1.0,1,True,2,3
19710,1,2,True,1.0,,False,False,True,3.0,2,,2,7,49,,False,1,2,31,0.58073528032,1.0,1.0,2.0,2.0,1,False,2,2
19732,2,2,True,1.0,,False,False,False,1.0,2,,1,3,47,,False,1,2,19,1.29873526382,2.0,2.0,2.0,2.0,1,False,1,2
19743,2,2,True,1.0,,True,False,True,1.0,1,,2,5,39,,False,1,1,48,0.948644619899998,1.0,1.0,1.0,2.0,1,True,2,3
19769,2,2,True,1.0,1.0,False,False,False,3.0,1,,4,8,29,,False,9,2,8,1.00360341126,8.0,1.0,1.0,1.0,9,False,2,4
19834,2,2,True,1.0,,True,False,True,1.0,1,,2,3,42,,False,1,1,28,1.11950649372,1.0,1.0,1.0,2.0,1,True,1,3
19840,1,2,True,1.0,2.0,False,False,False,3.0,4,2.0,2,5,41,,False,1,2,29,0.813749505650003,6.0,2.0,2.0,2.0,1,False,2,2
19877,1,3,True,1.0,,False,False,True,3.0,1,,3,5,51,,False,1,1,55,0.785284019879998,1.0,1.0,1.0,2.0,1,True,2,2
19927,1,2,True,1.0,1.0,False,False,False,2.0,2,,2,8,37,,False,1,2,31,0.58073528032,3.0,3.0,2.0,2.0,1,False,2,2
19948,2,2,True,1.0,,False,False,False,2.0,4,2.0,1,5,25,,False,1,1,1,1.3542298925,2.0,2.0,2.0,1.0,1,True,2,3
19988,2,2,False,,,False,False,False,,1,,2,3,39,,False,1,1,28,1.11950649372,,,1.0,2.0,1,True,1,3
20039,2,2,True,1.0,,False,True,True,1.0,2,,1,6,53,,False,1,2,17,0.907973132619999,2.0,2.0,2.0,2.0,1,False,2,2
20049,2,1,False,,,False,False,False,,4,2.0,3,5,53,,True,1,2,8,1.33105958915,,,2.0,2.0,4,False,2,4
20060,1,2,True,1.0,,False,True,False,3.0,2,,3,7,35,,False,1,1,27,0.52196053388,2.0,2.0,2.0,2.0,1,True,2,2
20127,2,2,True,1.0,,False,False,True,3.0,2,,3,7,24,,False,2,1,28,0.729649503279999,2.0,2.0,2.0,1.0,2,True,2,3
20148,1,1,True,1.0,,False,True,True,1.0,2,,3,6,50,,False,2,2,17,0.9468976714,2.0,2.0,2.0,2.0,2,False,2,2
20250,2,2,True,1.0,,True,False,True,3.0,3,1.0,2,4,49,,False,1,1,19,1.04615932015,1.0,1.0,3.0,2.0,1,True,2,2
20310,2,3,False,,,False,False,False,,4,1.0,3,7,30,,False,1,1,6,0.622689946899998,,,1.0,1.0,1,True,2,4
20334,2,2,False,,,False,False,False,,1,,3,5,42,,False,9,1,20,0.868050979440002,,,1.0,2.0,9,True,2,2
20373,2,2,True,1.0,,False,False,True,3.0,2,,1,7,49,,False,1,1,48,0.63054263134,2.0,2.0,2.0,2.0,1,True,2,3
20374,2,3,True,1.0,,True,False,True,1.0,1,,2,7,52,,False,1,1,1,0.50059233396,1.0,1.0,1.0,2.0,1,True,2,3
20396,2,3,True,1.0,,False,False,False,1.0,3,1.0,3,3,29,,False,1,1,22,1.03511589315,1.0,1.0,3.0,1.0,1,True,1,3
20441,2,2,False,,,False,False,False,,4,2.0,3,3,23,,False,3,1,15,2.32986991369999,,,2.0,1.0,3,True,1,4
20480,1,2,True,1.0,,False,False,False,1.0,1,,2,7,52,,False,1,2,1,0.55696094076,1.0,1.0,1.0,2.0,1,False,2,3
20481,1,2,False,,,False,False,False,,2,,3,3,52,,True,4,1,40,1.90935573257999,,,2.0,2.0,4,True,1,3
20514,2,3,True,1.0,,False,False,False,2.0,3,1.0,2,3,43,,False,1,1,46,1.04615932015,1.0,1.0,3.0,2.0,1,True,1,2
20516,2,3,True,1.0,,False,False,True,3.0,1,,2,3,20,,True,9,1,48,1.82398004357999,1.0,1.0,1.0,1.0,4,True,1,3
20573,1,2,True,1.0,,False,False,True,3.0,2,,4,5,61,,False,2,2,47,1.08143575142,2.0,2.0,2.0,3.0,2,False,2,3
20602,2,1,True,1.0,,False,True,True,1.0,3,2.0,1,8,53,,False,1,2,35,0.628742386449999,2.0,2.0,3.0,2.0,1,False,2,4
20610,2,1,True,1.0,,False,False,False,3.0,2,,1,7,30,,True,9,2,36,1.1039882298,2.0,2.0,2.0,1.0,4,False,2,1
20611,1,2,True,1.0,1.0,False,False,False,2.0,1,,3,8,58,,False,1,2,1,0.59886952164,7.0,1.0,1.0,3.0,1,False,2,3
20621,1,1,True,1.0,1.0,False,True,False,2.0,3,2.0,3,5,49,,False,1,1,48,0.883541557749999,8.0,1.0,3.0,2.0,1,True,2,3
20631,2,3,True,1.0,,True,False,True,1.0,3,1.0,3,5,70,,False,1,1,6,0.829502581400001,1.0,1.0,3.0,3.0,1,True,2,4
20641,2,2,True,1.0,2.0,False,False,True,1.0,3,2.0,2,7,46,,True,2,2,32,0.851339358349997,8.0,2.0,3.0,2.0,4,False,2,4
20646,2,3,False,,,False,False,False,,1,,2,3,56,,False,1,1,32,1.50237647016,,,1.0,3.0,1,True,1,4
20668,2,2,True,1.0,2.0,False,False,False,2.0,3,2.0,1,7,99,2.0,False,1,1,16,0.565108962049998,3.0,3.0,3.0,3.0,1,True,2,4
20669,1,1,True,1.0,2.0,False,False,False,2.0,3,3.0,3,3,63,,False,1,2,53,1.2755223108,6.0,2.0,3.0,3.0,1,False,1,4
20671,2,2,True,1.0,,False,False,True,3.0,4,2.0,1,7,32,,False,2,2,47,0.7275663008,2.0,2.0,2.0,1.0,2,False,2,3
20683,2,3,True,1.0,,True,False,True,1.0,1,,2,7,57,,False,1,2,48,0.725866539239998,1.0,1.0,1.0,3.0,1,False,2,3
20688,1,1,True,2.0,2.0,False,False,True,3.0,2,,2,6,58,,True,1,1,35,1.52962392004,6.0,2.0,2.0,3.0,4,True,2,4
20707,2,1,True,1.0,9.0,False,False,True,3.0,4,3.0,1,7,27,,False,3,1,6,1.41138233045,8.0,3.0,3.0,1.0,3,True,2,4
20713,1,2,True,1.0,,False,False,False,3.0,3,1.0,3,5,78,,False,1,2,32,1.12645274635,1.0,1.0,3.0,3.0,1,False,2,4
20718,1,2,True,1.0,,False,True,False,9.0,3,2.0,3,8,74,,False,1,1,6,0.49783448215,2.0,2.0,3.0,3.0,1,True,2,4
20720,1,2,True,1.0,,True,False,True,1.0,1,,2,4,73,,False,1,1,6,1.23090371292,1.0,1.0,1.0,3.0,1,True,2,4
20724,2,3,False,,,False,False,False,,3,2.0,2,3,40,,True,4,1,8,1.71121504335,,,3.0,2.0,4,True,1,4
20727,2,2,False,,,False,False,False,,3,3.0,3,2,71,,False,1,2,5,1.2844529036,,,3.0,3.0,1,False,1,3
20728,1,3,True,1.0,2.0,False,False,True,3.0,1,,2,3,61,,False,1,2,53,1.36950816528,8.0,2.0,1.0,3.0,1,False,1,4
20733,2,2,True,1.0,,True,False,True,1.0,1,,2,6,99,9.0,False,1,1,53,0.835482012239998,1.0,1.0,1.0,3.0,1,True,2,4
20742,2,3,True,1.0,1.0,False,False,False,1.0,4,9.0,3,6,36,,False,1,1,53,0.723889520550001,8.0,1.0,3.0,2.0,1,True,2,4
20744,1,1,True,1.0,,False,False,True,3.0,2,,1,3,72,,False,1,1,6,1.27917444676,2.0,2.0,2.0,3.0,1,True,1,4
20763,1,3,True,1.0,,True,False,True,1.0,1,,3,3,60,,False,1,2,4,1.6715497911,1.0,1.0,1.0,3.0,1,False,1,4
20766,2,3,True,1.0,,False,False,True,1.0,3,1.0,2,8,76,,False,1,1,48,0.607630640950002,1.0,1.0,3.0,3.0,1,True,2,3
20773,2,2,True,1.0,,False,False,True,1.0,3,1.0,2,7,50,,False,1,2,4,0.628742386449999,1.0,1.0,3.0,2.0,1,False,2,4
20776,1,2,True,1.0,,False,True,True,3.0,2,,3,4,91,,False,1,2,6,1.42321436784,2.0,2.0,2.0,3.0,1,False,2,4
20778,2,2,True,3.0,1.0,False,False,True,3.0,4,3.0,3,3,99,1.0,False,1,1,34,1.0841731892,6.0,1.0,3.0,3.0,1,True,1,1
20786,1,2,True,1.0,,True,False,True,3.0,1,,2,4,51,,False,3,1,53,2.51981880894,1.0,1.0,1.0,2.0,3,True,2,4
20787,1,2,True,1.0,,True,False,True,1.0,1,,2,5,50,,False,1,2,6,0.86474767068,1.0,1.0,1.0,2.0,1,False,2,4
20789,1,2,True,1.0,,False,False,True,1.0,2,,1,5,81,,False,1,2,6,1.02977073768,2.0,2.0,2.0,3.0,1,False,2,4
20791,1,2,True,1.0,,False,True,True,1.0,2,,3,8,64,,False,1,2,6,0.61802746998,2.0,2.0,2.0,3.0,1,False,2,4
