RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,approve_trump,approve_biden,trump_stamina,biden_stamina,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity,STATEFIP,STATEFP,state,e_votes,dem,republican,dem advantage,n,rating
744,1,1,True,1.0,False,True,False,True,True,1.0,3,2.0,3,7,86,,False,1,2,0.55389254385,0,3.0,3,1,False,3,4,0.3991029868932533,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
745,1,2,True,1.0,True,False,True,False,False,9.0,1,,4,5,81,,False,1,2,0.990911464559998,1,1.0,3,1,False,3,4,0.3991029868932533,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
748,2,1,True,1.0,False,False,False,True,False,3.0,2,,1,8,53,,False,1,2,0.574778225539998,0,2.0,2,1,False,3,4,0.4054132029426701,6,6,california,54.0,51,30,21,"18,168",Solid Dem
749,2,3,True,1.0,False,False,False,True,True,3.0,2,,3,7,36,,False,1,2,0.701544136460002,0,2.0,2,1,False,3,4,0.4054132029426701,4,4,arizona,11.0,40,42,-2,"3,669",Competitive
756,1,2,True,1.0,False,True,False,True,False,3.0,2,,2,3,86,,True,1,2,1.92708243163999,0,2.0,3,4,False,1,4,0.4617501165257257,6,6,california,54.0,51,30,21,"18,168",Solid Dem
760,1,3,True,1.0,True,False,True,False,True,1.0,4,1.0,2,8,70,,False,1,2,0.55389254385,1,1.0,3,1,False,3,4,0.3991029868932533,6,6,california,54.0,51,30,21,"18,168",Solid Dem
761,1,2,True,1.0,True,False,True,False,True,3.0,1,,4,8,63,,False,1,2,0.59470567866,1,1.0,3,1,False,3,4,0.3991029868932533,2,2,alaska,3.0,31,52,-21,553,Solid Rep
764,1,2,True,1.0,False,False,False,True,False,1.0,2,,1,7,67,,False,1,2,0.61802746998,0,2.0,3,1,False,3,4,0.3991029868932533,6,6,california,54.0,51,30,21,"18,168",Solid Dem
774,2,1,True,1.0,False,False,False,True,False,3.0,2,,2,5,85,,False,1,2,1.02977073768,0,2.0,3,1,False,3,4,0.3991029868932533,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
775,2,2,True,2.0,False,False,False,True,True,3.0,1,,2,3,32,,False,2,1,1.15097388234,0,1.0,1,2,True,1,4,0.1763639809102808,6,6,california,54.0,51,30,21,"18,168",Solid Dem
780,2,2,True,1.0,True,False,False,True,True,3.0,4,2.0,3,8,74,,False,1,2,0.55389254385,0,2.0,3,1,False,3,4,0.3991029868932533,6,6,california,54.0,51,30,21,"18,168",Solid Dem
781,2,1,True,1.0,False,False,False,True,False,1.0,2,,1,7,62,,False,1,2,0.61802746998,0,2.0,3,1,False,3,4,0.3991029868932533,6,6,california,54.0,51,30,21,"18,168",Solid Dem
782,2,2,True,1.0,False,False,False,True,False,2.0,2,,3,8,54,,True,1,2,0.778269982899998,0,2.0,2,4,False,3,4,0.3306343557712426,6,6,california,54.0,51,30,21,"18,168",Solid Dem
786,2,1,True,1.0,False,False,False,True,True,1.0,2,,1,6,77,,False,1,1,0.925550248720001,0,2.0,3,1,True,3,4,0.4972405472879573,6,6,california,54.0,51,30,21,"18,168",Solid Dem
787,2,2,True,1.0,False,False,False,True,False,3.0,3,2.0,3,3,33,,False,1,1,1.02791890025,0,3.0,1,1,True,1,4,0.6185869523930181,6,6,california,54.0,51,30,21,"18,168",Solid Dem
792,2,3,True,1.0,False,False,False,True,True,2.0,2,,3,2,55,,False,2,1,1.40701794944,0,2.0,3,2,True,1,1,0.1884016613849304,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
803,2,1,True,1.0,False,False,False,True,False,2.0,3,3.0,1,3,70,,False,2,2,1.403000812,0,3.0,3,2,False,1,1,0.1356462183804802,9,9,connecticut,7.0,51,32,19,"2,020",Solid Dem
817,1,1,True,1.0,False,False,False,True,True,9.0,2,,4,6,60,,False,3,2,2.46180233922,0,2.0,3,3,False,3,1,0.2243845043041739,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
823,2,3,True,3.0,False,False,False,False,False,2.0,4,3.0,3,3,29,,False,2,1,1.08309563555,1,3.0,1,2,True,1,2,0.1763639809102808,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
828,2,3,True,1.0,False,False,True,False,False,3.0,3,1.0,2,8,27,,False,1,1,0.627049722049998,1,3.0,1,1,True,3,3,0.476053581913655,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
953,1,2,True,1.0,False,True,False,True,False,3.0,2,,2,2,71,,False,2,2,1.4946189899,0,2.0,3,2,False,1,3,0.1356462183804802,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
994,2,3,True,1.0,True,False,True,False,True,3.0,1,,4,5,65,,False,1,2,1.20945452766,1,1.0,3,1,False,3,3,0.3991029868932533,40,40,oklahoma,7.0,35,49,-14,"2,459",Solid Rep
1021,2,2,True,1.0,True,False,True,True,True,3.0,1,,3,6,36,,False,1,2,0.912072187380001,1,1.0,2,1,False,3,1,0.4054132029426701,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
1027,2,2,True,1.0,False,False,False,False,False,2.0,3,2.0,1,8,31,,False,1,1,0.62914356385,0,3.0,1,1,True,3,2,0.476053581913655,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
1240,1,2,True,3.0,False,False,False,True,True,2.0,2,,3,7,67,,False,2,2,0.651202011199998,0,2.0,3,2,False,3,2,0.080391418570376,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
1265,2,3,True,1.0,True,False,True,False,True,3.0,3,1.0,1,6,54,,False,1,2,0.813749505650003,1,3.0,2,1,False,3,2,0.4054132029426701,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
1392,1,1,True,1.0,False,True,False,True,False,1.0,2,,3,6,66,,False,2,2,1.08143575142,0,2.0,3,2,False,3,3,0.080391418570376,12,12,florida,30.0,42,39,3,"11,094",Competitive
1425,2,2,True,1.0,False,False,False,True,False,2.0,4,3.0,3,7,34,,False,2,1,0.65611476115,0,3.0,1,2,True,3,2,0.1072364261811548,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
1436,2,2,True,4.0,False,False,False,True,False,1.0,3,2.0,1,7,26,,False,1,1,0.6567675185,0,3.0,1,1,True,3,1,0.476053581913655,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
1611,2,2,True,1.0,False,False,True,True,True,3.0,2,,4,8,56,,False,3,1,1.32794432702,1,2.0,3,3,True,3,1,0.2978857680526245,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
1614,1,1,True,1.0,False,True,False,True,True,1.0,2,,3,8,62,,False,2,2,0.649034757460002,0,2.0,3,2,False,3,3,0.080391418570376,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
1742,1,2,True,1.0,True,False,True,False,True,3.0,1,,4,6,53,,False,1,1,0.78267052998,1,1.0,2,1,True,3,3,0.5037137742113332,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
1746,1,2,True,1.0,True,False,True,False,True,1.0,1,,3,3,39,,False,1,1,1.35691043802,1,1.0,2,1,True,1,3,0.6443480722097228,40,40,oklahoma,7.0,35,49,-14,"2,459",Solid Rep
1819,1,2,True,1.0,True,False,True,False,True,3.0,1,,3,3,58,,False,1,2,1.3837018743,1,1.0,3,1,False,1,2,0.5432509155243974,27,27,minnesota,10.0,47,37,10,"3,428",Solid Dem
1937,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,5,49,,False,1,2,0.873709995539998,1,1.0,2,1,False,3,2,0.4054132029426701,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
1971,1,3,True,1.0,True,False,True,False,True,1.0,1,,4,7,52,,False,2,1,0.5220525801,1,1.0,2,2,True,3,3,0.1177264748907801,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
1992,2,2,True,1.0,False,True,False,True,False,1.0,2,,3,8,38,,False,3,2,1.31190761988,0,2.0,2,3,False,3,3,0.2288822455351578,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
1998,1,2,True,1.0,False,True,False,True,True,1.0,3,3.0,3,7,60,,False,1,2,0.584205082100002,0,3.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
2015,1,2,True,1.0,False,False,True,False,True,3.0,2,,3,8,62,,False,1,1,0.55936766782,1,2.0,3,1,True,3,3,0.4972405472879573,12,12,florida,30.0,42,39,3,"11,094",Competitive
2033,1,1,True,1.0,False,False,False,True,False,2.0,1,,3,7,93,,False,1,2,0.600869263259999,0,1.0,3,1,False,3,2,0.3991029868932533,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
2034,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,2,5,75,,False,3,2,2.10649888465,0,3.0,3,3,False,3,3,0.2243845043041739,12,12,florida,30.0,42,39,3,"11,094",Competitive
2045,1,2,True,1.0,False,False,True,False,True,1.0,3,3.0,3,6,62,,False,1,2,1.12645274635,1,3.0,3,1,False,3,3,0.3991029868932533,48,48,texas,40.0,38,41,-3,"14,138",Competitive
2102,1,2,True,1.0,False,False,True,False,True,3.0,1,,2,8,61,,False,1,2,0.725866539239998,1,1.0,3,1,False,3,3,0.3991029868932533,48,48,texas,40.0,38,41,-3,"14,138",Competitive
2133,2,2,True,4.0,False,False,True,False,True,3.0,3,1.0,2,3,48,,False,1,1,1.04615932015,1,3.0,2,1,True,1,2,0.6443480722097228,46,46,south dakota,3.0,35,52,-17,579,Solid Rep
2154,1,2,True,1.0,False,True,False,True,False,1.0,2,,3,8,58,,False,2,2,0.786669878700001,0,2.0,3,2,False,3,3,0.080391418570376,48,48,texas,40.0,38,41,-3,"14,138",Competitive
2205,1,2,True,1.0,False,False,True,False,True,3.0,1,,2,7,64,,False,1,2,0.600869263259999,1,1.0,3,1,False,3,2,0.3991029868932533,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
2260,2,2,True,2.0,False,False,False,True,True,3.0,3,3.0,3,6,72,,False,1,2,0.929369491250001,0,3.0,3,1,False,3,3,0.3991029868932533,12,12,florida,30.0,42,39,3,"11,094",Competitive
2304,2,2,True,1.0,False,False,True,False,False,3.0,2,,2,7,52,,False,1,2,0.58073528032,1,2.0,2,1,False,3,2,0.4054132029426701,31,31,nebraska,5.0,35,50,-15,"1,437",Solid Rep
2328,1,2,True,1.0,False,True,False,True,True,3.0,3,2.0,3,7,40,,False,1,2,0.54332271085,0,3.0,2,1,False,3,1,0.4054132029426701,44,44,rhode island,4.0,48,27,21,602,Solid Dem
2399,1,3,True,1.0,False,True,False,True,True,1.0,2,,4,3,44,,True,1,1,1.58055663066,0,2.0,2,4,True,1,2,0.5650776483287326,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
2433,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,99,3.0,False,1,2,0.624432763780002,0,2.0,3,1,False,3,2,0.3991029868932533,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
2439,2,2,True,1.0,False,False,True,True,False,2.0,1,,4,3,65,,False,1,1,1.2436609131,1,1.0,3,1,True,1,2,0.6385638532385712,31,31,nebraska,5.0,35,50,-15,"1,437",Solid Rep
2451,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,3,61,,False,1,2,1.37909680176,1,1.0,3,1,False,1,3,0.5432509155243974,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
2490,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,3,66,,False,1,2,1.44445640052,1,1.0,3,1,False,1,1,0.5432509155243974,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
2515,1,1,True,1.0,False,False,False,False,False,3.0,2,,1,5,99,1.0,False,9,1,1.74945515340001,0,2.0,3,9,True,3,1,0.5753292154979956,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
2534,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,6,58,,False,2,2,1.08143575142,0,2.0,3,2,False,3,3,0.080391418570376,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
2565,1,2,True,2.0,False,False,True,False,False,3.0,1,,2,1,83,,False,1,2,1.37909680176,1,1.0,3,1,False,1,3,0.5432509155243974,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
2586,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,4,54,,False,1,1,1.11950649372,1,1.0,2,1,True,3,3,0.5037137742113332,12,12,florida,30.0,42,39,3,"11,094",Competitive
2590,1,2,True,1.0,False,True,False,True,True,1.0,2,,3,8,71,,False,1,1,0.55936766782,0,2.0,3,1,True,3,3,0.4972405472879573,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
2615,1,2,True,1.0,False,False,False,False,False,1.0,4,3.0,3,7,62,,False,1,1,0.52507916545,0,3.0,3,1,True,3,3,0.4972405472879573,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
2669,2,2,True,1.0,True,False,True,False,True,3.0,1,,1,3,75,,False,1,1,1.23952190814,1,1.0,3,1,True,1,3,0.6385638532385712,13,13,georgia,16.0,42,40,2,"5,458",Competitive
2708,1,2,True,1.0,False,False,True,True,True,1.0,4,3.0,3,8,72,,False,1,1,0.50132007965,0,3.0,3,1,True,3,3,0.4972405472879573,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
2750,2,2,True,1.0,False,False,False,False,False,2.0,4,2.0,1,3,20,,False,1,1,1.02791890025,0,2.0,1,1,True,1,4,0.6185869523930181,6,6,california,54.0,51,30,21,"18,168",Solid Dem
2759,2,2,True,1.0,False,False,True,False,False,3.0,3,2.0,3,8,61,,False,1,2,0.5577706329,1,3.0,3,1,False,3,3,0.3991029868932533,12,12,florida,30.0,42,39,3,"11,094",Competitive
2780,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,8,65,,False,1,2,0.624432763780002,0,2.0,3,1,False,3,2,0.3991029868932533,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
2803,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,5,86,,False,1,1,0.8998543326,1,1.0,3,1,True,3,2,0.4972405472879573,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
2839,2,2,True,2.0,False,False,True,True,True,3.0,3,3.0,3,2,31,,False,1,2,1.15551955435,1,3.0,1,1,False,1,2,0.5221002088610572,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
2895,2,3,True,1.0,False,False,True,True,False,1.0,2,,3,5,53,,False,2,2,1.14387834166,0,2.0,2,2,False,3,4,0.0824392522506125,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
2904,1,2,True,1.0,False,True,False,True,True,1.0,2,,2,3,70,,False,2,1,1.40701794944,0,2.0,3,2,True,1,1,0.1884016613849304,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
2910,1,1,True,1.0,False,False,False,True,False,2.0,4,3.0,2,8,46,,False,1,2,0.5187381311,0,3.0,2,1,False,3,3,0.4054132029426701,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
2913,1,2,True,3.0,False,False,False,False,False,3.0,2,,3,5,62,,False,1,1,0.97620227134,0,2.0,3,1,True,3,1,0.4972405472879573,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
2953,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,5,41,,False,2,1,0.8884324492,0,2.0,2,2,True,3,1,0.1177264748907801,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
3044,2,3,True,1.0,False,False,True,False,False,1.0,4,1.0,1,7,42,,False,1,1,0.4883343957,1,1.0,2,1,True,3,1,0.5037137742113332,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
3053,2,2,True,1.0,False,False,False,True,False,1.0,3,2.0,3,7,64,,False,1,2,0.5577706329,0,3.0,3,1,False,3,3,0.3991029868932533,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
3088,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,6,50,,False,2,1,0.848232144239998,0,2.0,2,2,True,3,3,0.1177264748907801,1,1,alabama,9.0,35,50,-15,"3,057",Solid Rep
3128,2,2,True,1.0,False,False,True,False,True,3.0,1,,4,2,99,1.0,False,9,2,1.35735808542,1,1.0,3,9,False,1,4,0.6171490897832422,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
3165,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,4,4,62,,False,2,1,1.207968111,0,3.0,3,2,True,3,2,0.1150576973786797,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
3266,1,2,True,1.0,False,True,False,True,True,1.0,1,,3,7,57,,False,1,1,0.56376920922,0,1.0,3,1,True,3,1,0.4972405472879573,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
3281,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,75,,False,1,1,0.58587780566,0,2.0,3,1,True,3,1,0.4972405472879573,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
3291,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,8,67,,False,1,1,0.58587780566,0,2.0,3,1,True,3,1,0.4972405472879573,25,25,massachusetts,11.0,57,26,31,"3,805",Solid Dem
3315,1,2,True,1.0,True,False,True,False,True,1.0,1,,2,3,65,,False,1,1,1.50237647016,1,1.0,3,1,True,1,3,0.6385638532385712,48,48,texas,40.0,38,41,-3,"14,138",Competitive
3336,2,3,True,2.0,False,False,True,True,True,3.0,3,2.0,3,6,30,,False,2,1,1.71177631569999,0,3.0,1,2,True,3,3,0.1072364261811548,48,48,texas,40.0,38,41,-3,"14,138",Competitive
3356,2,9,True,1.0,False,False,False,True,False,1.0,2,,2,5,52,,True,4,1,1.33487074226,0,2.0,2,4,True,3,3,0.4225687488335998,48,48,texas,40.0,38,41,-3,"14,138",Competitive
3411,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,5,76,,False,1,2,1.0369806955,0,2.0,3,1,False,3,3,0.3991029868932533,22,22,louisiana,8.0,40,43,-3,"2,589",Competitive
3420,2,2,True,1.0,False,False,True,False,False,3.0,1,,3,7,62,,True,4,1,0.88337723934,1,1.0,3,4,True,3,3,0.4164740985505207,48,48,texas,40.0,38,41,-3,"14,138",Competitive
3452,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,78,,False,1,1,0.677987873060001,0,2.0,3,1,True,3,3,0.4972405472879573,48,48,texas,40.0,38,41,-3,"14,138",Competitive
3549,1,3,True,1.0,True,False,True,False,True,1.0,1,,2,8,50,,True,4,2,0.754144749959999,1,1.0,2,4,False,3,3,0.3306343557712426,12,12,florida,30.0,42,39,3,"11,094",Competitive
3574,2,2,True,1.0,False,False,True,False,False,3.0,3,1.0,3,8,76,,False,1,2,0.584205082100002,1,3.0,3,1,False,3,1,0.3991029868932533,9,9,connecticut,7.0,51,32,19,"2,020",Solid Dem
3629,2,2,True,1.0,False,False,True,True,False,2.0,3,2.0,3,8,38,,True,4,2,0.851339358349997,0,3.0,2,4,False,3,3,0.3306343557712426,48,48,texas,40.0,38,41,-3,"14,138",Competitive
3669,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,64,,False,1,2,0.651849881080001,0,2.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
3689,1,2,True,1.0,False,False,False,False,False,2.0,1,,3,6,52,,False,1,2,0.873709995539998,0,1.0,2,1,False,3,2,0.4054132029426701,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
3849,1,2,True,1.0,False,True,False,True,True,3.0,3,2.0,1,8,47,,False,1,2,0.5204702984,0,3.0,2,1,False,3,2,0.4054132029426701,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
3998,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,8,60,,True,4,1,0.88337723934,1,1.0,3,4,True,3,4,0.4164740985505207,4,4,arizona,11.0,40,42,-2,"3,669",Competitive
4039,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,7,67,,False,1,2,0.59886952164,1,1.0,3,1,False,3,3,0.3991029868932533,54,54,west virginia,4.0,40,44,-4,"1,011",Competitive
4069,2,1,True,1.0,False,True,False,True,True,1.0,1,,4,8,35,,False,1,1,0.52431693012,0,1.0,2,1,True,3,1,0.5037137742113332,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
4076,2,2,True,1.0,False,False,True,False,True,1.0,1,,3,3,37,,False,1,2,1.2369069678,1,1.0,2,1,False,1,4,0.5495360081520232,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
4131,1,1,True,1.0,False,False,False,False,True,1.0,2,,1,3,53,,False,2,2,1.41388013398,0,2.0,2,2,False,1,1,0.1389806078124933,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
4334,2,3,True,1.0,False,False,False,True,False,2.0,2,,3,7,23,,False,1,2,0.781038715619999,0,2.0,1,1,False,3,2,0.3793132431192172,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
4359,2,1,True,1.0,True,False,True,False,True,1.0,3,1.0,2,6,48,,False,9,2,0.896522991400001,1,3.0,2,9,False,3,3,0.4866645765449057,12,12,florida,30.0,42,39,3,"11,094",Competitive
4377,2,1,True,1.0,False,False,False,True,True,1.0,2,,2,7,58,,False,2,2,0.679794492539998,0,2.0,3,2,False,3,1,0.080391418570376,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
4475,2,2,True,1.0,False,False,False,True,False,2.0,3,2.0,3,7,47,,False,1,1,0.4677948181,0,3.0,2,1,True,3,2,0.5037137742113332,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
4517,1,2,True,1.0,False,True,False,True,True,1.0,2,,1,6,48,,False,1,2,0.907973132619999,0,2.0,2,1,False,3,2,0.4054132029426701,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
4597,2,2,True,1.0,False,False,False,True,True,1.0,4,2.0,3,3,64,,False,2,2,1.6235766703,0,2.0,3,2,False,1,4,0.1356462183804802,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
4637,1,1,True,1.0,False,False,False,True,True,2.0,3,2.0,3,8,54,,False,2,2,0.5666147947,0,3.0,2,2,False,3,1,0.0824392522506125,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
4738,1,2,True,1.0,True,False,True,False,True,3.0,1,,3,7,46,,False,1,2,0.55882074144,1,1.0,2,1,False,3,2,0.4054132029426701,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
4959,1,1,True,1.0,False,False,True,False,False,1.0,3,1.0,2,6,53,,False,1,1,0.731391979299999,1,3.0,2,1,True,3,2,0.5037137742113332,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
4962,1,2,True,1.0,False,False,False,True,False,1.0,3,2.0,3,7,48,,True,1,1,0.631302633599999,0,3.0,2,4,True,3,3,0.4225687488335998,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
5066,2,2,True,1.0,True,False,False,True,False,3.0,2,,1,8,51,,False,2,2,0.632222823559998,0,2.0,2,2,False,3,1,0.0824392522506125,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
5128,2,2,True,1.0,True,False,True,False,True,1.0,1,,3,8,78,,False,1,2,0.59886952164,1,1.0,3,1,False,3,3,0.3991029868932533,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
5171,2,1,True,1.0,False,True,False,True,True,1.0,2,,3,8,38,,False,1,2,0.606233761579999,0,2.0,2,1,False,3,1,0.4054132029426701,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
5354,1,2,True,1.0,False,False,False,True,True,1.0,3,3.0,3,8,46,,False,1,2,0.628742386449999,0,3.0,2,1,False,3,3,0.4054132029426701,48,48,texas,40.0,38,41,-3,"14,138",Competitive
5377,1,2,True,1.0,False,False,False,True,True,3.0,1,,3,7,50,,False,1,1,0.52431693012,0,1.0,2,1,True,3,3,0.5037137742113332,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
5479,2,3,True,1.0,True,False,True,False,True,2.0,1,,4,3,53,,False,1,1,1.11950649372,1,1.0,2,1,True,1,3,0.6443480722097228,1,1,alabama,9.0,35,50,-15,"3,057",Solid Rep
5520,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,8,49,,False,1,2,0.606233761579999,0,2.0,2,1,False,3,1,0.4054132029426701,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
5545,2,3,True,1.0,False,False,False,False,True,3.0,4,1.0,2,8,49,,False,1,1,0.565108962049998,1,1.0,2,1,True,3,3,0.5037137742113332,48,48,texas,40.0,38,41,-3,"14,138",Competitive
5577,2,1,True,1.0,False,True,False,True,True,1.0,2,,3,8,54,,False,1,1,0.52022340588,0,2.0,2,1,True,3,3,0.5037137742113332,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
5584,2,1,True,1.0,False,False,False,False,False,1.0,3,3.0,1,8,44,,True,1,2,0.7023897181,0,3.0,2,4,False,3,3,0.3306343557712426,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
5709,2,2,True,1.0,False,False,False,True,False,1.0,2,,1,8,24,,False,3,2,1.76440226216,0,2.0,1,3,False,3,3,0.2108958407215226,13,13,georgia,16.0,42,40,2,"5,458",Competitive
5732,2,1,True,1.0,False,False,False,True,False,1.0,4,2.0,3,6,48,,True,2,2,1.09054303135,0,2.0,2,4,False,3,4,0.3306343557712426,6,6,california,54.0,51,30,21,"18,168",Solid Dem
5774,1,3,True,1.0,False,False,True,False,False,1.0,3,1.0,2,8,49,,False,2,1,0.48622544225,1,3.0,2,2,True,3,3,0.1177264748907801,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
5788,2,2,True,1.0,False,False,False,True,False,1.0,2,,3,8,46,,False,1,1,0.54487837836,0,2.0,2,1,True,3,3,0.5037137742113332,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
5864,2,1,True,1.0,False,True,False,True,True,3.0,3,2.0,4,3,32,,False,1,2,1.15551955435,0,3.0,1,1,False,1,2,0.5221002088610572,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
5877,2,2,True,1.0,False,False,True,True,True,3.0,4,1.0,2,3,41,,False,1,1,1.0426776167,1,1.0,2,1,True,1,3,0.6443480722097228,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
5905,2,2,True,1.0,True,False,True,False,False,3.0,1,,4,6,50,,True,1,1,1.05976349232,1,1.0,2,4,True,3,3,0.4225687488335998,12,12,florida,30.0,42,39,3,"11,094",Competitive
5935,2,2,True,2.0,False,False,True,False,True,1.0,3,1.0,3,3,24,,False,1,1,1.03511589315,1,3.0,1,1,True,1,3,0.6185869523930181,54,54,west virginia,4.0,40,44,-4,"1,011",Competitive
5941,1,2,True,1.0,False,False,False,True,True,1.0,3,3.0,1,7,34,,True,1,1,1.02909748925,0,3.0,1,4,True,3,3,0.3962176638586724,48,48,texas,40.0,38,41,-3,"14,138",Competitive
5951,1,2,True,1.0,False,False,True,False,False,3.0,4,1.0,2,5,50,,False,5,1,2.002625783,1,1.0,2,9,True,3,3,0.5813936957323131,48,48,texas,40.0,38,41,-3,"14,138",Competitive
5956,1,2,True,1.0,False,False,False,True,False,1.0,2,,4,3,33,,False,1,1,1.15497141762,0,2.0,1,1,True,1,3,0.6185869523930181,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
5958,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,5,19,,False,1,2,1.62314487408,1,1.0,1,1,False,3,2,0.3793132431192172,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
5960,1,3,True,4.0,True,False,False,False,False,2.0,1,,2,3,48,,False,1,1,1.11950649372,1,1.0,2,1,True,1,3,0.6443480722097228,47,47,tennessee,11.0,35,47,-12,"4,117",Solid Rep
