RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,approve_trump,approve_biden,trump_stamina,biden_stamina,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,FINALWGT,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity,STATEFIP,STATEFP,state,e_votes,dem,republican,dem advantage,n,rating
15383,2,2,True,2.0,False,False,False,True,False,2.0,2,,3,7,32,,True,4,2,1.04670580224,0,2.0,1,4,False,3,4,0.3071569430242949,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15418,1,2,True,2.0,False,False,False,False,False,2.0,1,,3,7,54,,False,1,2,0.55308848118,1,1.0,2,1,False,3,4,0.4054132029426701,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15429,1,2,True,1.0,True,False,True,False,True,1.0,3,1.0,2,6,50,,False,1,1,0.723889520550001,1,3.0,2,1,True,3,4,0.5037137742113332,2,2,alaska,3.0,31,52,-21,553,Solid Rep
15455,1,1,True,1.0,False,True,False,True,True,1.0,2,,4,7,44,,True,4,2,0.949915494579999,0,2.0,2,4,False,3,4,0.3306343557712426,4,4,arizona,11.0,40,42,-2,"3,669",Competitive
15467,1,2,True,1.0,False,False,False,True,True,1.0,3,2.0,1,7,52,,False,1,1,0.46299628165,0,3.0,2,1,True,3,4,0.5037137742113332,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15547,2,2,True,3.0,False,False,False,True,True,3.0,2,,3,6,27,,True,4,2,2.75911459906,0,2.0,1,4,False,3,4,0.3071569430242949,4,4,arizona,11.0,40,42,-2,"3,669",Competitive
15585,2,1,True,1.0,False,False,False,True,False,3.0,3,2.0,3,3,50,,False,2,1,1.07981654145,0,3.0,2,2,True,1,4,0.1925144777850234,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15590,1,2,True,1.0,False,False,True,False,False,2.0,1,,3,7,54,,True,4,2,0.914069626859998,1,1.0,2,4,False,3,4,0.3306343557712426,16,16,idaho,4.0,31,53,-22,"1,254",Solid Rep
15593,1,2,True,1.0,False,False,True,False,False,1.0,1,,2,6,50,,False,1,2,0.86474767068,1,1.0,2,1,False,3,4,0.4054132029426701,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
15601,1,3,True,1.0,False,False,True,False,False,3.0,9,1.0,3,8,42,,True,4,1,0.659908725,1,1.0,2,4,True,3,4,0.4225687488335998,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15609,2,1,True,2.0,False,False,True,False,False,3.0,4,1.0,3,5,46,,True,4,2,1.09054303135,1,1.0,2,4,False,3,4,0.3306343557712426,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15655,2,1,True,1.0,False,False,False,True,True,1.0,2,,1,7,50,,False,1,2,0.701544136460002,0,2.0,2,1,False,3,4,0.4054132029426701,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
15692,1,2,True,1.0,False,False,False,True,False,3.0,2,,3,8,99,1.0,True,1,2,1.04670580224,0,2.0,3,4,False,3,4,0.3251448403282987,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15748,1,1,True,2.0,False,False,False,True,False,2.0,3,3.0,1,6,47,,False,1,2,0.805402242299999,0,3.0,2,1,False,3,4,0.4054132029426701,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
15761,2,2,True,2.0,False,False,True,False,False,2.0,3,1.0,3,7,35,,False,1,1,0.565108962049998,1,3.0,2,1,True,3,4,0.5037137742113332,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
15774,1,1,True,1.0,False,False,False,True,True,3.0,4,3.0,1,5,21,,True,4,2,2.02596896165,0,3.0,1,4,False,3,4,0.3071569430242949,6,6,california,54.0,51,30,21,"18,168",Solid Dem
15993,1,1,True,1.0,False,False,False,True,True,3.0,2,,1,7,37,,False,3,2,1.30278613862,0,2.0,2,3,False,3,4,0.2288822455351578,15,15,hawaii,4.0,50,28,22,739,Solid Dem
16056,1,1,True,1.0,False,False,False,True,True,1.0,2,,1,7,23,,True,4,2,1.04670580224,0,2.0,1,4,False,3,4,0.3071569430242949,6,6,california,54.0,51,30,21,"18,168",Solid Dem
16085,1,2,True,1.0,False,False,True,False,True,3.0,3,1.0,2,6,49,,False,1,1,0.723889520550001,1,3.0,2,1,True,3,4,0.5037137742113332,53,53,washington,12.0,49,34,15,"4,686",Solid Dem
16096,1,2,True,1.0,False,False,False,True,True,3.0,2,,3,8,53,,False,1,2,0.574778225539998,0,2.0,2,1,False,3,4,0.4054132029426701,6,6,california,54.0,51,30,21,"18,168",Solid Dem
16173,2,2,True,2.0,False,False,False,True,False,3.0,3,3.0,3,5,54,,False,1,2,0.805402242299999,0,3.0,2,1,False,3,4,0.4054132029426701,41,41,oregon,8.0,49,36,13,"3,187",Solid Dem
16342,2,1,True,1.0,False,False,False,True,False,3.0,3,9.0,3,8,65,,False,2,1,0.54758915325,0,3.0,3,2,True,3,1,0.1150576973786797,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
16395,2,1,True,1.0,False,False,False,True,False,1.0,3,2.0,3,3,18,,False,2,2,1.20104580965,0,3.0,1,2,False,1,3,0.1266519581239046,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
16481,2,2,True,1.0,True,False,True,False,True,1.0,1,,4,5,63,,False,1,1,0.896859544259999,1,1.0,3,1,True,3,3,0.4972405472879573,37,37,north carolina,16.0,44,39,5,"5,774",Competitive
16618,2,2,True,1.0,False,False,False,True,True,3.0,2,,3,7,60,,False,1,2,0.622354600919999,0,2.0,3,1,False,3,3,0.3991029868932533,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
16668,2,1,True,1.0,True,False,True,False,True,3.0,1,,4,3,36,,False,1,2,1.30459841814,1,1.0,2,1,False,1,3,0.5495360081520232,10,10,delaware,3.0,45,33,12,500,Solid Dem
17007,2,3,True,1.0,False,True,False,True,False,3.0,2,,1,7,58,,False,1,1,0.55936766782,0,2.0,3,1,True,3,3,0.4972405472879573,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
17032,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,3,72,,False,1,2,1.37909680176,1,1.0,3,1,False,1,3,0.5432509155243974,13,13,georgia,16.0,42,40,2,"5,458",Competitive
17150,1,2,True,2.0,True,False,True,False,False,3.0,1,,2,8,99,3.0,False,1,2,0.59886952164,1,1.0,3,1,False,3,3,0.3991029868932533,12,12,florida,30.0,42,39,3,"11,094",Competitive
17284,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,5,55,,False,1,2,1.04514046938,1,1.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
17315,2,2,True,1.0,False,False,False,True,False,3.0,2,,3,8,51,,False,1,2,0.578802546279999,0,2.0,2,1,False,3,3,0.4054132029426701,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
17330,2,2,True,1.0,False,True,False,True,True,3.0,1,,3,8,38,,False,1,2,0.55696094076,0,1.0,2,1,False,3,3,0.4054132029426701,12,12,florida,30.0,42,39,3,"11,094",Competitive
17398,2,1,True,1.0,False,False,False,True,True,1.0,3,2.0,3,8,67,,False,1,1,0.50132007965,0,3.0,3,1,True,3,3,0.4972405472879573,13,13,georgia,16.0,42,40,2,"5,458",Competitive
17456,2,2,True,1.0,False,False,False,True,False,3.0,3,3.0,3,3,22,,False,1,2,1.1516738907,0,3.0,1,1,False,1,3,0.5221002088610572,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
17494,1,2,True,1.0,False,False,False,True,True,9.0,2,,1,7,60,,False,1,1,0.55936766782,0,2.0,3,1,True,3,3,0.4972405472879573,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
17545,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,43,,False,1,2,0.606233761579999,0,2.0,2,1,False,3,1,0.4054132029426701,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
17547,1,3,True,1.0,True,False,True,False,True,3.0,1,,2,4,54,,False,1,1,1.17256331658,1,1.0,2,1,True,3,1,0.5037137742113332,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
17689,2,2,True,1.0,True,False,True,False,False,3.0,1,,2,2,44,,False,1,1,1.11950649372,1,1.0,2,1,True,1,3,0.6443480722097228,12,12,florida,30.0,42,39,3,"11,094",Competitive
17710,1,2,True,2.0,False,False,True,True,True,3.0,1,,1,8,74,,False,3,1,1.27783322034,0,1.0,3,3,True,3,1,0.2978857680526245,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
17714,2,1,True,1.0,False,False,False,False,False,1.0,3,3.0,3,8,34,,False,2,1,0.653931158599999,0,3.0,1,2,True,3,3,0.1072364261811548,13,13,georgia,16.0,42,40,2,"5,458",Competitive
17765,2,1,True,1.0,False,True,False,True,False,1.0,2,,3,8,56,,True,1,1,0.757403543700001,0,2.0,3,4,True,3,3,0.4164740985505207,12,12,florida,30.0,42,39,3,"11,094",Competitive
17887,2,2,True,1.0,False,False,False,True,True,1.0,2,,1,8,25,,False,3,2,1.76440226216,0,2.0,1,3,False,3,3,0.2108958407215226,12,12,florida,30.0,42,39,3,"11,094",Competitive
17925,1,2,True,1.0,False,True,False,True,True,1.0,3,2.0,3,3,61,,False,1,1,1.20916989805,0,3.0,3,1,True,1,1,0.6385638532385712,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
18011,2,2,True,1.0,False,False,False,True,False,3.0,2,,3,7,46,,False,2,1,0.5425252303,0,2.0,2,2,True,3,3,0.1177264748907801,12,12,florida,30.0,42,39,3,"11,094",Competitive
18090,2,3,True,1.0,False,False,True,False,True,1.0,3,1.0,2,8,31,,False,1,1,0.6567675185,1,3.0,1,1,True,3,1,0.476053581913655,25,25,massachusetts,11.0,57,26,31,"3,805",Solid Dem
18097,2,2,True,1.0,False,False,False,True,True,3.0,2,,2,7,63,,False,2,2,0.644522124400001,0,2.0,3,2,False,3,4,0.080391418570376,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18117,2,2,True,1.0,False,False,False,True,True,1.0,3,3.0,1,7,54,,False,1,2,0.628742386449999,0,3.0,2,1,False,3,4,0.4054132029426701,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
18135,2,2,True,1.0,False,False,False,True,True,2.0,1,,3,7,63,,False,1,1,0.56376920922,0,1.0,3,1,True,3,1,0.4972405472879573,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
18153,2,2,True,1.0,True,False,True,False,True,3.0,3,1.0,4,7,46,,False,1,2,0.5187381311,1,3.0,2,1,False,3,3,0.4054132029426701,51,51,virginia,13.0,45,38,7,"4,893",Lean Dem
18176,1,2,True,2.0,False,False,True,True,False,2.0,2,,3,3,61,,False,1,2,1.50110174956,1,2.0,3,1,False,1,3,0.5432509155243974,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
18177,2,1,True,1.0,False,False,False,True,False,3.0,3,2.0,1,5,20,,False,3,1,3.21495504,0,3.0,1,3,True,3,1,0.2812847143376517,50,50,vermont,3.0,52,30,22,496,Solid Dem
18185,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,66,,False,1,2,0.651849881080001,0,2.0,3,1,False,3,1,0.3991029868932533,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
18221,2,1,True,1.0,False,False,False,True,True,3.0,1,,1,6,23,,False,3,1,3.30666015359999,0,1.0,1,3,True,3,2,0.2812847143376517,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18229,2,2,True,1.0,False,False,False,False,False,2.0,3,2.0,3,5,67,,False,1,2,0.932472837250001,0,3.0,3,1,False,3,2,0.3991029868932533,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18258,1,2,True,1.0,True,False,True,False,True,3.0,1,,2,8,87,,False,1,2,0.62725177236,1,1.0,3,1,False,3,1,0.3991029868932533,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
18268,2,1,True,1.0,False,True,False,True,True,1.0,3,2.0,1,7,51,,False,9,2,0.573411825250001,0,3.0,2,9,False,3,3,0.4866645765449057,47,47,tennessee,11.0,35,47,-12,"4,117",Solid Rep
18291,1,2,True,1.0,False,False,False,True,False,1.0,3,2.0,3,2,78,,False,1,2,1.3453270397,0,3.0,3,1,False,1,1,0.5432509155243974,23,23,maine,4.0,47,39,8,941,Lean Dem
18337,2,2,True,1.0,False,False,False,True,True,3.0,2,,1,7,31,,False,1,1,0.848025293720001,0,2.0,1,1,True,3,4,0.476053581913655,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
18339,2,3,True,1.0,False,False,True,False,True,1.0,4,1.0,3,8,37,,False,1,2,0.5204702984,1,1.0,2,1,False,3,2,0.4054132029426701,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
18350,2,2,True,1.0,False,False,True,False,True,3.0,9,1.0,2,6,40,,False,1,1,0.769886294,1,1.0,2,1,True,3,2,0.5037137742113332,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18355,2,2,True,1.0,False,True,False,True,True,3.0,2,,1,8,75,,False,1,1,0.55547847482,0,2.0,3,1,True,3,4,0.4972405472879573,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18364,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,5,65,,False,1,1,0.939364449780002,1,1.0,3,1,True,3,3,0.4972405472879573,24,24,maryland,10.0,56,28,28,"3,193",Solid Dem
18366,2,2,True,1.0,False,False,False,True,False,1.0,2,,3,9,42,,False,9,1,0.959756957519998,0,2.0,2,9,True,3,4,0.5813936957323131,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18438,2,3,True,1.0,True,False,True,False,True,3.0,3,2.0,3,8,34,,True,4,1,0.889286375899998,1,3.0,1,4,True,3,1,0.3962176638586724,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
18447,2,1,True,1.0,False,False,False,False,False,1.0,4,9.0,1,7,22,,False,1,1,0.622689946899998,0,3.0,1,1,True,3,4,0.476053581913655,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18467,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,2,58,,False,1,1,1.56129319448,0,2.0,3,1,True,1,4,0.6385638532385712,8,8,colorado,10.0,46,37,9,"3,574",Lean Dem
18468,2,1,True,1.0,False,False,False,True,False,2.0,2,,1,7,28,,False,1,2,0.773026992879998,0,2.0,1,1,False,3,4,0.3793132431192172,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18494,2,2,True,1.0,True,False,True,False,True,3.0,3,1.0,2,6,33,,False,1,1,1.64140957345,1,3.0,1,1,True,3,4,0.476053581913655,30,30,montana,4.0,37,51,-14,"1,059",Solid Rep
18509,2,1,True,1.0,False,False,False,True,True,1.0,2,,1,5,21,,False,1,1,1.58264803186,0,2.0,1,1,True,3,1,0.476053581913655,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
18513,2,1,True,1.0,False,False,False,True,True,3.0,4,1.0,2,8,55,,False,1,1,0.49783448215,1,1.0,3,1,True,3,4,0.4972405472879573,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18526,2,3,True,1.0,False,False,True,False,True,1.0,3,3.0,3,8,33,,False,1,1,0.62914356385,1,3.0,1,1,True,3,2,0.476053581913655,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
18549,2,2,True,1.0,False,False,False,True,True,2.0,3,2.0,3,7,50,,True,1,1,0.626913288749999,0,3.0,2,4,True,3,4,0.4225687488335998,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18575,2,2,True,3.0,False,False,True,False,True,3.0,4,2.0,2,7,27,,False,1,1,0.62914356385,1,2.0,1,1,True,3,2,0.476053581913655,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18590,2,3,True,1.0,False,False,True,False,False,1.0,4,1.0,4,8,43,,True,3,2,0.735678106650003,1,1.0,2,4,False,3,1,0.3306343557712426,9,9,connecticut,7.0,51,32,19,"2,020",Solid Dem
18600,2,3,True,1.0,False,True,True,True,True,3.0,2,,4,3,48,,False,2,2,1.34990406718,0,2.0,2,2,False,1,3,0.1389806078124933,28,28,mississippi,6.0,38,45,-7,"1,654",Lean Rep
18608,2,1,True,1.0,False,True,False,True,True,1.0,2,,3,3,55,,False,2,1,1.34335238738,0,2.0,3,2,True,1,3,0.1884016613849304,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
18612,2,2,True,1.0,False,False,True,False,False,3.0,3,1.0,2,5,44,,False,1,1,0.883541557749999,1,3.0,2,1,True,3,3,0.5037137742113332,48,48,texas,40.0,38,41,-3,"14,138",Competitive
18614,2,2,True,1.0,False,False,False,True,True,3.0,3,2.0,1,7,71,,False,1,1,0.49783448215,0,3.0,3,1,True,3,4,0.4972405472879573,15,15,hawaii,4.0,50,28,22,739,Solid Dem
18636,2,3,True,1.0,False,False,True,True,True,3.0,3,1.0,2,6,25,,True,4,1,1.82092577435,1,3.0,1,4,True,3,4,0.3962176638586724,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18645,1,2,True,1.0,False,False,False,True,True,3.0,2,,2,3,62,,False,1,2,1.50110174956,0,2.0,3,1,False,1,1,0.5432509155243974,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
18652,2,1,True,1.0,False,False,False,True,False,1.0,3,2.0,1,7,50,,False,1,1,0.46299628165,0,3.0,2,1,True,3,4,0.5037137742113332,15,15,hawaii,4.0,50,28,22,739,Solid Dem
18670,2,3,True,1.0,False,False,False,True,True,3.0,3,2.0,3,7,50,,False,2,1,0.48784904355,0,3.0,2,2,True,3,2,0.1177264748907801,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
18671,2,2,True,1.0,False,False,True,False,False,3.0,3,1.0,4,6,38,,False,1,1,0.763505380299999,1,3.0,2,1,True,3,1,0.5037137742113332,25,25,massachusetts,11.0,57,26,31,"3,805",Solid Dem
18680,2,3,True,1.0,True,False,True,False,True,3.0,1,,4,4,33,,False,1,1,1.11509872998,1,1.0,1,1,True,3,2,0.476053581913655,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
18692,2,1,True,2.0,False,True,False,True,True,1.0,2,,1,7,42,,False,2,1,0.54433682754,0,2.0,2,2,True,3,2,0.1177264748907801,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18707,2,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,71,,False,1,1,0.58587780566,0,2.0,3,1,True,3,1,0.4972405472879573,9,9,connecticut,7.0,51,32,19,"2,020",Solid Dem
18713,2,2,True,1.0,True,False,True,False,True,1.0,1,,4,5,61,,False,1,1,0.8998543326,1,1.0,3,1,True,3,2,0.4972405472879573,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18715,2,2,True,1.0,False,False,False,False,False,2.0,2,,3,7,99,2.0,False,2,2,0.632222823559998,0,2.0,3,2,False,3,1,0.080391418570376,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
18718,2,1,True,1.0,False,False,False,True,True,3.0,3,3.0,3,5,43,,False,2,1,0.796236629,0,3.0,2,2,True,3,1,0.1177264748907801,9,9,connecticut,7.0,51,32,19,"2,020",Solid Dem
18763,2,2,True,1.0,False,False,False,True,True,1.0,3,3.0,3,7,45,,False,9,1,0.511794925,0,3.0,2,9,True,3,4,0.5813936957323131,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18773,2,2,True,1.0,False,True,False,True,True,3.0,2,,3,8,74,,False,1,2,0.651849881080001,0,2.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
18799,2,3,True,1.0,False,False,True,False,True,1.0,3,1.0,2,7,31,,False,1,1,0.62914356385,1,3.0,1,1,True,3,2,0.476053581913655,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
18848,2,2,True,1.0,False,True,False,True,True,1.0,2,,2,7,64,,True,1,2,1.02139197934,0,2.0,3,4,False,3,3,0.3251448403282987,48,48,texas,40.0,38,41,-3,"14,138",Competitive
18868,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,7,50,,False,1,2,0.606233761579999,0,2.0,2,1,False,3,1,0.4054132029426701,25,25,massachusetts,11.0,57,26,31,"3,805",Solid Dem
18889,2,2,True,1.0,False,False,False,False,False,2.0,3,2.0,1,8,28,,False,1,1,0.62914356385,0,3.0,1,1,True,3,2,0.476053581913655,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
18895,2,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,35,,False,1,2,0.606233761579999,0,2.0,2,1,False,3,1,0.4054132029426701,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
18897,2,2,True,1.0,False,False,True,False,True,3.0,3,1.0,2,7,49,,False,1,1,0.4677948181,1,3.0,2,1,True,3,2,0.5037137742113332,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
18912,1,9,True,1.0,False,False,True,False,False,2.0,1,,2,7,55,,False,1,2,0.62725177236,1,1.0,3,1,False,3,1,0.3991029868932533,36,36,new york,28.0,52,29,23,"10,864",Solid Dem
18959,2,1,True,1.0,False,False,False,True,False,3.0,2,,1,8,72,,False,1,2,0.61802746998,0,2.0,3,1,False,3,4,0.3991029868932533,6,6,california,54.0,51,30,21,"18,168",Solid Dem
18961,2,2,True,1.0,False,True,False,True,False,1.0,2,,1,3,55,,False,2,1,1.34335238738,0,2.0,3,2,True,1,3,0.1884016613849304,45,45,south carolina,9.0,37,47,-10,"2,821",Solid Rep
18969,2,1,True,1.0,False,False,False,False,False,2.0,4,2.0,1,7,23,,False,1,2,0.730722046899998,0,2.0,1,1,False,3,1,0.3793132431192172,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
18996,2,1,True,2.0,False,False,False,False,True,3.0,3,2.0,3,3,25,,True,1,1,1.4062635737,0,3.0,1,4,True,1,2,0.5382013646023897,19,19,iowa,6.0,42,42,0,"2,126",Competitive
19013,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,7,60,,False,2,2,0.644522124400001,0,2.0,3,2,False,3,4,0.080391418570376,6,6,california,54.0,51,30,21,"18,168",Solid Dem
19026,2,1,True,1.0,False,True,False,True,True,1.0,2,,3,3,59,,False,1,2,1.43317902928,0,2.0,3,1,False,1,3,0.5432509155243974,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
19105,2,2,True,1.0,False,False,False,True,False,3.0,2,,1,8,36,,False,3,1,1.1709344537,0,2.0,2,3,True,3,4,0.3030891271483013,6,6,california,54.0,51,30,21,"18,168",Solid Dem
19112,1,2,True,1.0,False,False,True,False,True,1.0,1,,2,8,54,,False,1,2,0.583357015859998,1,1.0,2,1,False,3,1,0.4054132029426701,34,34,new jersey,14.0,48,33,15,"4,455",Solid Dem
19125,2,2,True,1.0,False,False,False,True,False,1.0,2,,3,8,40,,False,1,2,0.58073528032,0,2.0,2,1,False,3,2,0.4054132029426701,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
19131,2,3,True,1.0,True,False,True,False,True,3.0,1,,2,5,51,,False,1,2,0.873709995539998,1,1.0,2,1,False,3,2,0.4054132029426701,19,19,iowa,6.0,42,42,0,"2,126",Competitive
19155,2,2,True,1.0,False,False,True,False,True,1.0,1,,4,5,25,,False,1,1,1.44390571986,1,1.0,1,1,True,3,4,0.476053581913655,6,6,california,54.0,51,30,21,"18,168",Solid Dem
19173,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,7,68,,False,1,1,0.56123550548,0,2.0,3,1,True,3,2,0.4972405472879573,27,27,minnesota,10.0,47,37,10,"3,428",Solid Dem
19180,1,3,True,1.0,False,False,False,True,False,3.0,2,,4,3,80,,False,1,2,1.4379646929,0,2.0,3,1,False,1,2,0.5432509155243974,20,20,kansas,6.0,34,48,-14,"1,771",Solid Rep
19184,2,2,True,2.0,False,False,True,False,False,3.0,1,,1,5,29,,True,3,2,2.17525088514,1,1.0,1,4,False,3,4,0.3071569430242949,6,6,california,54.0,51,30,21,"18,168",Solid Dem
19188,2,2,True,1.0,False,False,False,True,False,1.0,4,3.0,3,6,36,,False,2,2,0.839929598049998,0,3.0,2,2,False,3,4,0.0824392522506125,6,6,california,54.0,51,30,21,"18,168",Solid Dem
19191,2,3,True,2.0,True,False,True,True,True,3.0,1,,4,2,33,,False,2,1,1.15903244742,1,1.0,1,2,True,1,3,0.1763639809102808,22,22,louisiana,8.0,40,43,-3,"2,589",Competitive
19204,2,3,True,1.0,False,False,False,False,True,3.0,4,2.0,1,7,37,,False,1,1,0.4883343957,0,2.0,2,1,True,3,1,0.5037137742113332,42,42,pennsylvania,19.0,46,41,5,"7,974",Competitive
19218,1,3,True,1.0,False,False,True,False,True,3.0,1,,3,7,68,,False,1,2,0.600869263259999,1,1.0,3,1,False,3,2,0.3991029868932533,19,19,iowa,6.0,42,42,0,"2,126",Competitive
19231,2,1,True,1.0,False,False,False,True,False,3.0,4,2.0,1,8,34,,False,1,1,0.627049722049998,0,2.0,1,1,True,3,3,0.476053581913655,47,47,tennessee,11.0,35,47,-12,"4,117",Solid Rep
19247,2,2,True,2.0,False,False,False,False,False,3.0,3,2.0,3,7,45,,False,1,2,0.628742386449999,0,3.0,2,1,False,3,4,0.4054132029426701,16,16,idaho,4.0,31,53,-22,"1,254",Solid Rep
19283,1,2,True,2.0,False,False,True,False,False,2.0,1,,3,7,59,,False,1,2,0.600869263259999,1,1.0,3,1,False,3,2,0.3991029868932533,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
19397,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,3,86,,False,1,2,1.37909680176,1,1.0,3,1,False,1,3,0.5432509155243974,21,21,kentucky,8.0,41,45,-4,"2,508",Competitive
19402,2,1,True,1.0,False,False,True,False,False,1.0,3,1.0,1,7,99,2.0,False,3,1,1.04942238775,1,3.0,3,3,True,3,4,0.2978857680526245,15,15,hawaii,4.0,50,28,22,739,Solid Dem
19410,1,3,True,1.0,False,False,False,False,True,3.0,2,,1,7,23,,False,1,1,0.70199176598,0,2.0,1,1,True,3,2,0.476053581913655,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
19412,1,2,True,1.0,False,False,True,False,True,1.0,1,,4,5,62,,False,1,1,0.8998543326,1,1.0,3,1,True,3,2,0.4972405472879573,39,39,ohio,17.0,41,42,-1,"6,319",Competitive
19447,1,2,True,1.0,False,False,False,True,True,1.0,3,2.0,1,8,67,,False,1,2,0.55963313735,0,3.0,3,1,False,3,2,0.3991029868932533,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
19458,1,2,True,1.0,True,False,True,False,True,1.0,1,,3,7,83,,False,1,2,0.600869263259999,1,1.0,3,1,False,3,2,0.3991029868932533,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
19469,2,3,True,1.0,True,False,True,False,True,1.0,1,,4,4,50,,False,1,1,1.12324474374,1,1.0,2,1,True,3,2,0.5037137742113332,18,18,indiana,11.0,41,43,-2,"3,578",Competitive
19474,1,1,True,1.0,False,False,False,True,True,1.0,3,3.0,3,5,75,,False,1,1,0.8380996235,0,3.0,3,1,True,3,2,0.4972405472879573,29,29,missouri,10.0,38,45,-7,"3,602",Lean Rep
19495,1,2,True,1.0,True,False,True,False,False,3.0,1,,4,6,89,,False,1,2,1.0011813621,1,1.0,3,1,False,3,2,0.3991029868932533,55,55,wisconsin,10.0,43,41,2,"3,353",Competitive
19506,1,2,True,1.0,False,True,False,True,True,3.0,2,,3,8,68,,False,1,2,0.624432763780002,0,2.0,3,1,False,3,2,0.3991029868932533,26,26,michigan,15.0,45,38,7,"5,541",Lean Dem
19623,2,2,True,1.0,False,False,False,True,False,2.0,4,2.0,1,5,35,,False,2,1,0.762746536449999,0,2.0,2,2,True,3,2,0.1177264748907801,17,17,illinois,19.0,50,33,17,"5,712",Solid Dem
