RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,approve_trump,approve_biden,trump_stamina,biden_stamina,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,STATEFIP,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity,mrp_subgroup_estimate_se,prop_small,propensity_fix
429,2,2,True,1.0,True,False,True,False,True,3.0,1,,3,3,34,,False,1,1,47,1.11138759054,47,1,1.0,1,1,True,1,3,0.7530266013324908,0.0649377019640003,0.6232752821548939,0.7530266013324908
434,1,2,True,1.0,False,False,False,True,True,1.0,3,2.0,3,5,42,,False,1,2,26,0.813749505650003,26,0,3.0,2,1,False,3,2,0.442211955068804,0.039194595384413,0.4092546370180767,0.442211955068804
437,1,2,True,1.0,False,False,False,True,False,3.0,2,,1,8,58,,False,1,2,17,0.624432763780002,17,0,2.0,3,1,False,3,2,0.314318766929538,0.0360106900661803,0.4017733184599421,0.314318766929538
449,1,2,True,1.0,True,False,True,False,True,3.0,4,1.0,2,3,71,,False,1,1,47,1.15445667915,47,1,1.0,3,1,True,1,3,0.765071159821724,0.0534926909646688,0.6383140764053872,0.765071159821724
457,1,2,True,2.0,False,False,True,False,True,3.0,1,,3,7,73,,False,1,1,36,0.56376920922,36,1,1.0,3,1,True,3,1,0.3724183358334684,0.0404990786070361,0.4940945771976026,0.3724183358334684
460,2,1,True,3.0,False,False,False,False,False,3.0,2,,3,3,46,,False,2,1,39,1.21733508662,39,0,2.0,2,2,True,1,2,0.211022580306831,0.0808740427245288,0.2045194900649204,0.211022580306831
464,2,2,True,1.0,True,False,True,False,True,1.0,1,,4,6,64,,False,9,1,26,0.994696715160003,26,1,1.0,3,9,True,3,2,0.592628164124203,0.1201606342398542,0.55438178108617,0.592628164124203
485,1,1,True,1.0,False,False,False,True,False,3.0,2,,3,7,44,,False,1,1,25,0.54487837836,25,0,2.0,2,1,True,3,1,0.3092806506197744,0.040626894432691,0.5017550319222035,0.3092806506197744
497,2,2,True,1.0,True,False,True,False,True,3.0,1,,3,5,75,,False,1,2,26,1.0011813621,26,1,1.0,3,1,False,3,2,0.441404814922381,0.0360106900661803,0.4017733184599421,0.441404814922381
498,1,2,True,1.0,False,True,False,True,True,1.0,2,,3,7,68,,False,1,2,55,0.624432763780002,55,0,2.0,3,1,False,3,2,0.4350212159184688,0.0360106900661803,0.4017733184599421,0.4350212159184688
499,2,1,True,3.0,False,False,False,False,False,2.0,2,,3,7,38,,False,1,2,39,0.58073528032,39,0,2.0,2,1,False,3,2,0.4713294352555879,0.039194595384413,0.4092546370180767,0.4713294352555879
504,1,3,True,1.0,False,True,False,True,True,3.0,2,,1,5,46,,False,1,1,42,0.851911266440002,42,0,2.0,2,1,True,3,1,0.4223256932793138,0.040626894432691,0.5017550319222035,0.4223256932793138
505,1,2,True,1.0,False,False,False,True,False,1.0,2,,3,6,80,,False,1,2,42,1.08612637014,42,0,2.0,3,1,False,3,1,0.3409866427186349,0.0360106900661803,0.4017733184599421,0.3409866427186349
507,2,2,True,1.0,False,False,True,False,True,3.0,1,,4,3,82,,False,1,2,42,1.44445640052,42,1,1.0,3,1,False,1,1,0.4585944093585182,0.0561200944636819,0.5489726726016116,0.4585944093585182
510,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,8,84,,False,1,1,42,0.58587780566,42,0,2.0,3,1,True,3,1,0.4215544614086422,0.0404990786070361,0.4940945771976026,0.4215544614086422
512,1,2,True,1.0,False,False,False,True,True,2.0,1,,4,5,73,,False,1,2,21,0.9978493485,21,0,1.0,3,1,False,3,3,0.4485138039294085,0.0360106900661803,0.4017733184599421,0.4485138039294085
516,2,2,True,1.0,False,False,False,True,False,1.0,2,,3,7,29,,False,1,2,36,0.815331968120002,36,0,2.0,1,1,False,3,1,0.2827919369388688,0.0491269541711467,0.3689259300784175,0.2827919369388688
521,1,3,True,1.0,True,False,True,False,True,1.0,1,,2,3,57,,False,1,1,17,1.2436609131,17,1,1.0,3,1,True,1,2,0.514786456787804,0.0534926909646688,0.6383140764053872,0.514786456787804
522,1,2,True,1.0,True,False,True,False,False,3.0,1,,4,7,73,,False,1,1,55,0.54005680716,55,1,1.0,3,1,True,3,2,0.5206281264184341,0.0404990786070361,0.4940945771976026,0.5206281264184341
529,1,2,True,1.0,False,False,False,True,True,1.0,2,,3,7,60,,False,1,2,23,0.651849881080001,23,0,2.0,3,1,False,3,1,0.4230361018268356,0.0360106900661803,0.4017733184599421,0.4230361018268356
546,2,2,True,1.0,False,False,False,True,True,1.0,3,2.0,1,5,71,,False,1,1,26,0.8380996235,26,0,3.0,3,1,True,3,2,0.5260819459462243,0.0404990786070361,0.4940945771976026,0.5260819459462243
553,1,3,True,1.0,False,True,True,True,True,3.0,1,,2,5,57,,False,1,1,5,0.896859544259999,5,1,1.0,3,1,True,3,3,0.60150604467244,0.0404990786070361,0.4940945771976026,0.60150604467244
559,1,2,True,1.0,False,True,False,True,True,1.0,3,2.0,3,5,90,,False,1,2,19,0.932472837250001,19,0,3.0,3,1,False,3,2,0.4355891862687576,0.0360106900661803,0.4017733184599421,0.4355891862687576
560,1,2,True,3.0,False,False,False,True,False,2.0,3,1.0,3,1,70,,True,4,2,48,2.10801027765,48,0,3.0,3,4,False,1,3,0.5840882643862991,0.1256441276873954,0.3939935474908249,0.5840882643862991
562,1,1,True,1.0,False,False,False,True,True,1.0,2,,1,8,62,,False,1,2,1,0.622354600919999,1,0,2.0,3,1,False,3,3,0.582295045703169,0.0360106900661803,0.4017733184599421,0.582295045703169
567,1,2,True,1.0,True,False,True,False,True,1.0,1,,3,3,58,,False,1,1,5,1.23952190814,5,1,1.0,3,1,True,1,3,0.7076210096888431,0.0534926909646688,0.6383140764053872,0.7076210096888431
569,1,2,True,1.0,False,True,False,True,False,3.0,2,,3,3,58,,False,1,1,19,1.2924319293,19,0,2.0,3,1,True,1,2,0.6400424169928669,0.0534926909646688,0.6383140764053872,0.6400424169928669
587,1,3,True,1.0,False,False,True,False,True,3.0,3,3.0,2,8,59,,False,9,1,48,0.671673382349997,48,1,3.0,3,9,True,3,3,0.6802845737768064,0.1201606342398542,0.55438178108617,0.6802845737768064
590,1,3,True,1.0,False,False,True,False,True,3.0,4,1.0,4,3,33,,False,1,1,17,1.03857234655,17,1,1.0,1,1,True,1,2,0.4983803326869356,0.0649377019640003,0.6232752821548939,0.4983803326869356
592,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,5,88,,False,1,2,48,1.20945452766,48,1,1.0,3,1,False,3,3,0.5385923571271272,0.0360106900661803,0.4017733184599421,0.5385923571271272
595,2,2,True,2.0,True,False,True,False,True,3.0,1,,1,3,65,,False,1,1,48,1.50237647016,48,1,1.0,3,1,True,1,3,0.7290214131107206,0.0534926909646688,0.6383140764053872,0.7290214131107206
599,1,1,True,1.0,False,True,False,True,True,3.0,2,,3,3,73,,False,1,2,19,1.4379646929,19,0,2.0,3,1,False,1,2,0.5582549645352273,0.0561200944636819,0.5489726726016116,0.5582549645352273
603,1,2,True,1.0,False,True,False,True,True,1.0,4,2.0,3,6,76,,False,1,2,27,0.932472837250001,27,0,2.0,3,1,False,3,2,0.3480860860245158,0.0360106900661803,0.4017733184599421,0.3480860860245158
606,2,2,True,1.0,True,False,True,False,True,3.0,1,,4,3,61,,False,1,1,48,1.50237647016,48,1,1.0,3,1,True,1,3,0.7290214131107206,0.0534926909646688,0.6383140764053872,0.7290214131107206
611,1,2,True,1.0,False,False,False,True,True,3.0,1,,3,8,71,,False,1,1,40,0.65240342502,40,0,1.0,3,1,True,3,3,0.65069986361633,0.0404990786070361,0.4940945771976026,0.65069986361633
615,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,3,86,,False,1,1,1,1.23952190814,1,1,1.0,3,1,True,1,3,0.7610402206816838,0.0534926909646688,0.6383140764053872,0.7610402206816838
623,2,3,True,1.0,False,False,True,False,True,1.0,3,1.0,3,7,52,,False,1,1,27,0.4677948181,27,1,3.0,2,1,True,3,2,0.4295749364305778,0.040626894432691,0.5017550319222035,0.4295749364305778
625,1,1,True,1.0,False,True,False,True,False,3.0,2,,3,3,81,,False,2,1,48,1.62822537232,48,0,2.0,3,2,True,1,3,0.2578657174032728,0.0757416998767623,0.1962305673010076,0.2578657174032728
628,1,1,True,1.0,False,False,True,False,False,3.0,3,1.0,4,6,59,,True,4,1,48,1.3708893623,48,1,3.0,3,4,True,3,3,0.5478901036248187,0.079589750723407,0.4295447375457845,0.5478901036248187
632,2,3,True,1.0,True,False,True,False,True,3.0,3,3.0,4,7,38,,False,1,2,5,0.5187381311,5,1,3.0,2,1,False,3,3,0.521513680982508,0.039194595384413,0.4092546370180767,0.521513680982508
648,2,3,True,1.0,False,False,True,True,True,2.0,2,,4,4,93,,False,1,2,55,1.4379646929,55,0,2.0,3,1,False,3,2,0.4350212159184688,0.0360106900661803,0.4017733184599421,0.4350212159184688
660,1,2,True,1.0,False,True,False,True,True,1.0,2,,3,3,70,,False,1,1,22,1.28813061042,22,0,2.0,3,1,True,1,3,0.6880802884868893,0.0534926909646688,0.6383140764053872,0.6880802884868893
661,1,2,True,1.0,False,False,False,True,False,3.0,3,2.0,1,3,67,,False,1,1,48,1.3992722026,48,0,3.0,3,1,True,1,3,0.7290214131107206,0.0534926909646688,0.6383140764053872,0.7290214131107206
672,1,2,True,1.0,True,False,True,False,True,3.0,1,,4,7,60,,False,1,2,28,0.59886952164,28,1,1.0,3,1,False,3,3,0.5013583655278312,0.0360106900661803,0.4017733184599421,0.5013583655278312
678,2,2,True,1.0,False,False,False,False,True,1.0,2,,1,7,72,,False,1,1,6,0.55547847482,6,0,2.0,3,1,True,3,4,0.3670938980914957,0.0404990786070361,0.4940945771976026,0.3670938980914957
681,1,2,True,1.0,False,False,True,True,False,2.0,1,,3,6,52,,False,1,2,41,0.86474767068,41,1,1.0,2,1,False,3,4,0.3286462364976016,0.039194595384413,0.4092546370180767,0.3286462364976016
683,1,3,True,1.0,False,False,True,False,True,3.0,1,,2,8,72,,False,1,1,6,0.53451702294,6,1,1.0,3,1,True,3,4,0.3670938980914957,0.0404990786070361,0.4940945771976026,0.3670938980914957
685,1,2,True,1.0,True,False,True,False,True,3.0,1,,4,5,57,,False,1,2,8,1.20945452766,8,1,1.0,3,1,False,3,4,0.4241575708348364,0.0360106900661803,0.4017733184599421,0.4241575708348364
690,2,3,True,1.0,False,False,False,True,False,3.0,2,,1,7,23,,False,1,2,34,0.815331968120002,34,0,2.0,1,1,False,3,1,0.3290510799964458,0.0491269541711467,0.3689259300784175,0.3290510799964458
697,1,1,True,1.0,False,True,False,True,False,1.0,2,,1,7,59,,False,1,2,6,0.61802746998,6,0,2.0,3,1,False,3,4,0.29114562988926,0.0360106900661803,0.4017733184599421,0.29114562988926
699,2,2,True,1.0,False,False,True,False,False,2.0,4,1.0,4,7,47,,False,1,1,2,0.46299628165,2,1,1.0,2,1,True,3,4,0.7177287971289524,0.040626894432691,0.5017550319222035,0.7177287971289524
700,1,2,True,1.0,False,False,False,False,False,2.0,1,,2,7,76,,False,1,1,6,0.53451702294,6,1,1.0,3,1,True,3,4,0.3670938980914957,0.0404990786070361,0.4940945771976026,0.3670938980914957
702,2,1,True,1.0,False,False,False,True,True,2.0,3,2.0,1,8,60,,False,1,1,35,0.607630640950002,35,0,3.0,3,1,True,3,4,0.4154064262822754,0.0404990786070361,0.4940945771976026,0.4154064262822754
706,1,2,True,1.0,False,False,False,False,False,3.0,3,2.0,1,3,20,,False,1,1,41,1.02791890025,41,0,3.0,1,1,True,1,4,0.5126669322044095,0.0649377019640003,0.6232752821548939,0.5126669322044095
708,2,2,True,1.0,False,False,False,True,False,1.0,2,,2,8,71,,False,1,1,41,0.55547847482,41,0,2.0,3,1,True,3,4,0.4072270127589516,0.0404990786070361,0.4940945771976026,0.4072270127589516
709,1,2,True,1.0,False,False,True,False,False,2.0,1,,2,3,20,,False,1,1,4,1.34706982992,4,1,1.0,1,1,True,1,4,0.6594817588273207,0.0649377019640003,0.6232752821548939,0.6594817588273207
711,1,2,True,1.0,True,False,True,False,True,1.0,3,3.0,4,6,73,,False,1,2,6,0.922907736599999,6,1,3.0,3,1,False,3,4,0.29114562988926,0.0360106900661803,0.4017733184599421,0.29114562988926
712,1,3,True,2.0,False,False,True,False,True,3.0,3,9.0,3,8,87,,True,1,2,35,0.915398472049998,35,1,3.0,3,4,False,3,4,0.2736404776598221,0.0769561011276889,0.3483251919970561,0.2736404776598221
713,2,2,True,1.0,False,False,False,True,False,2.0,3,3.0,3,6,64,,False,1,2,41,0.922907736599999,41,0,3.0,3,1,False,3,4,0.327882223908616,0.0360106900661803,0.4017733184599421,0.327882223908616
717,2,2,True,2.0,False,False,True,False,False,2.0,3,3.0,2,6,38,,False,1,2,30,0.983031707100002,30,1,3.0,2,1,False,3,4,0.5492263395117533,0.039194595384413,0.4092546370180767,0.5492263395117533
721,1,1,True,1.0,False,False,False,False,False,2.0,3,2.0,3,6,36,,False,1,1,8,0.883541557749999,8,0,3.0,2,1,True,3,4,0.509250224504066,0.040626894432691,0.5017550319222035,0.509250224504066
723,2,2,True,2.0,False,False,True,True,True,3.0,3,1.0,3,7,27,,False,1,1,19,0.62914356385,19,0,3.0,1,1,True,3,2,0.5046514437087247,0.0503518404480937,0.4589593559582667,0.5046514437087247
725,2,1,True,1.0,False,True,False,True,True,1.0,2,,1,8,66,,False,1,1,56,0.677987873060001,56,0,2.0,3,1,True,3,4,0.7467986186830506,0.0404990786070361,0.4940945771976026,0.7467986186830506
729,1,1,True,1.0,False,False,False,True,True,1.0,1,,3,8,51,,False,1,2,4,0.675070772820003,4,0,1.0,2,1,False,3,4,0.4742194431658733,0.039194595384413,0.4092546370180767,0.4742194431658733
737,2,2,True,1.0,False,True,False,True,True,3.0,2,,1,8,62,,False,1,2,35,0.754331893720001,35,0,2.0,3,1,False,3,4,0.3352767675390413,0.0360106900661803,0.4017733184599421,0.3352767675390413
741,1,2,True,1.0,False,False,False,True,False,2.0,3,2.0,3,6,71,,False,1,2,53,0.922907736599999,53,0,3.0,3,1,False,3,4,0.3466946627530203,0.0360106900661803,0.4017733184599421,0.3466946627530203
743,1,2,True,1.0,False,False,False,True,True,2.0,2,,1,3,52,,False,1,2,6,1.2854131234,6,0,2.0,2,1,False,1,4,0.4047808659605686,0.0632724964544724,0.5607102200935249,0.4047808659605686
744,1,1,True,1.0,False,True,False,True,True,1.0,3,2.0,3,7,86,,False,1,2,53,0.55389254385,53,0,3.0,3,1,False,3,4,0.3466946627530203,0.0360106900661803,0.4017733184599421,0.3466946627530203
745,1,2,True,1.0,True,False,True,False,False,9.0,1,,4,5,81,,False,1,2,41,0.990911464559998,41,1,1.0,3,1,False,3,4,0.327882223908616,0.0360106900661803,0.4017733184599421,0.327882223908616
748,2,1,True,1.0,False,False,False,True,False,3.0,2,,1,8,53,,False,1,2,6,0.574778225539998,6,0,2.0,2,1,False,3,4,0.2919490188060261,0.039194595384413,0.4092546370180767,0.2919490188060261
749,2,3,True,1.0,False,False,False,True,True,3.0,2,,3,7,36,,False,1,2,4,0.701544136460002,4,0,2.0,2,1,False,3,4,0.4742194431658733,0.039194595384413,0.4092546370180767,0.4742194431658733
756,1,2,True,1.0,False,True,False,True,False,3.0,2,,2,3,86,,True,1,2,6,1.92708243163999,6,0,2.0,3,4,False,1,4,0.3354019022146626,0.1256441276873954,0.3939935474908249,0.3354019022146626
760,1,3,True,1.0,True,False,True,False,True,1.0,4,1.0,2,8,70,,False,1,2,6,0.55389254385,6,1,1.0,3,1,False,3,4,0.29114562988926,0.0360106900661803,0.4017733184599421,0.29114562988926
761,1,2,True,1.0,True,False,True,False,True,3.0,1,,4,8,63,,False,1,2,2,0.59470567866,2,1,1.0,3,1,False,3,4,0.6435820871131649,0.0360106900661803,0.4017733184599421,0.6435820871131649
764,1,2,True,1.0,False,False,False,True,False,1.0,2,,1,7,67,,False,1,2,6,0.61802746998,6,0,2.0,3,1,False,3,4,0.29114562988926,0.0360106900661803,0.4017733184599421,0.29114562988926
774,2,1,True,1.0,False,False,False,True,False,3.0,2,,2,5,85,,False,1,2,41,1.02977073768,41,0,2.0,3,1,False,3,4,0.327882223908616,0.0360106900661803,0.4017733184599421,0.327882223908616
775,2,2,True,2.0,False,False,False,True,True,3.0,1,,2,3,32,,False,2,1,6,1.15097388234,6,0,1.0,1,2,True,1,4,0.1043320773381381,0.0767829682351089,0.1879762443681596,0.1043320773381381
780,2,2,True,1.0,True,False,False,True,True,3.0,4,2.0,3,8,74,,False,1,2,6,0.55389254385,6,0,2.0,3,1,False,3,4,0.29114562988926,0.0360106900661803,0.4017733184599421,0.29114562988926
781,2,1,True,1.0,False,False,False,True,False,1.0,2,,1,7,62,,False,1,2,6,0.61802746998,6,0,2.0,3,1,False,3,4,0.29114562988926,0.0360106900661803,0.4017733184599421,0.29114562988926
782,2,2,True,1.0,False,False,False,True,False,2.0,2,,3,8,54,,True,1,2,6,0.778269982899998,6,0,2.0,2,4,False,3,4,0.2353383230893355,0.0747412700957758,0.3549324737949213,0.2353383230893355
786,2,1,True,1.0,False,False,False,True,True,1.0,2,,1,6,77,,False,1,1,6,0.925550248720001,6,0,2.0,3,1,True,3,4,0.3670938980914957,0.0404990786070361,0.4940945771976026,0.3670938980914957
787,2,2,True,1.0,False,False,False,True,False,3.0,3,2.0,3,3,33,,False,1,1,6,1.02791890025,6,0,3.0,1,1,True,1,4,0.4717372884792246,0.0649377019640003,0.6232752821548939,0.4717372884792246
792,2,3,True,1.0,False,False,False,True,True,2.0,2,,3,2,55,,False,2,1,34,1.40701794944,34,0,2.0,3,2,True,1,1,0.1364820910184841,0.0757416998767623,0.1962305673010076,0.1364820910184841
803,2,1,True,1.0,False,False,False,True,False,2.0,3,3.0,1,3,70,,False,2,2,9,1.403000812,9,0,3.0,3,2,False,1,1,0.0844434363299846,0.0606466708135542,0.141918767178789,0.0844434363299846
817,1,1,True,1.0,False,False,False,True,True,9.0,2,,4,6,60,,False,3,2,36,2.46180233922,36,0,2.0,3,3,False,3,1,0.1673309773442798,0.08980717482393,0.2331238574976277,0.1673309773442798
823,2,3,True,3.0,False,False,False,False,False,2.0,4,3.0,3,3,29,,False,2,1,26,1.08309563555,26,1,3.0,1,2,True,1,2,0.1834415994399824,0.0767829682351089,0.1879762443681596,0.1834415994399824
828,2,3,True,1.0,False,False,True,False,False,3.0,3,1.0,2,8,27,,False,1,1,37,0.627049722049998,37,1,3.0,1,1,True,3,3,0.5063560245134366,0.0503518404480937,0.4589593559582667,0.5063560245134366
953,1,2,True,1.0,False,True,False,True,False,3.0,2,,2,2,71,,False,2,2,37,1.4946189899,37,0,2.0,3,2,False,1,3,0.1424943735053002,0.0606466708135542,0.141918767178789,0.1424943735053002
994,2,3,True,1.0,True,False,True,False,True,3.0,1,,4,5,65,,False,1,2,40,1.20945452766,40,1,1.0,3,1,False,3,3,0.5704778048722923,0.0360106900661803,0.4017733184599421,0.5704778048722923
1021,2,2,True,1.0,True,False,True,True,True,3.0,1,,3,6,36,,False,1,2,34,0.912072187380001,34,1,1.0,2,1,False,3,1,0.344059027866999,0.039194595384413,0.4092546370180767,0.344059027866999
1027,2,2,True,1.0,False,False,False,False,False,2.0,3,2.0,1,8,31,,False,1,1,17,0.62914356385,17,0,3.0,1,1,True,3,2,0.3773556127477209,0.0503518404480937,0.4589593559582667,0.3773556127477209
1240,1,2,True,3.0,False,False,False,True,True,2.0,2,,3,7,67,,False,2,2,29,0.651202011199998,29,0,2.0,3,2,False,3,2,0.1106346859934264,0.0314726948325369,0.0768634545783466,0.1106346859934264
1265,2,3,True,1.0,True,False,True,False,True,3.0,3,1.0,1,6,54,,False,1,2,29,0.813749505650003,29,1,3.0,2,1,False,3,2,0.4785632470460366,0.039194595384413,0.4092546370180767,0.4785632470460366
1392,1,1,True,1.0,False,True,False,True,False,1.0,2,,3,6,66,,False,2,2,12,1.08143575142,12,0,2.0,3,2,False,3,3,0.097690293327677,0.0314726948325369,0.0768634545783466,0.097690293327677
1425,2,2,True,1.0,False,False,False,True,False,2.0,4,3.0,3,7,34,,False,2,1,26,0.65611476115,26,0,3.0,1,2,True,3,2,0.1207366314770364,0.04167206136608,0.0983132717059409,0.1207366314770364
1436,2,2,True,4.0,False,False,False,True,False,1.0,3,2.0,1,7,26,,False,1,1,36,0.6567675185,36,0,3.0,1,1,True,3,1,0.3571927036372279,0.0503518404480937,0.4589593559582667,0.3571927036372279
1611,2,2,True,1.0,False,False,True,True,True,3.0,2,,4,8,56,,False,3,1,36,1.32794432702,36,1,2.0,3,3,True,3,1,0.2193967454755933,0.1007567413430058,0.2929551263198037,0.2193967454755933
1614,1,1,True,1.0,False,True,False,True,True,1.0,2,,3,8,62,,False,2,2,37,0.649034757460002,37,0,2.0,3,2,False,3,3,0.091760691372901,0.0314726948325369,0.0768634545783466,0.091760691372901
1742,1,2,True,1.0,True,False,True,False,True,3.0,1,,4,6,53,,False,1,1,37,0.78267052998,37,1,1.0,2,1,True,3,3,0.5236085585052256,0.040626894432691,0.5017550319222035,0.5236085585052256
1746,1,2,True,1.0,True,False,True,False,True,1.0,1,,3,3,39,,False,1,1,40,1.35691043802,40,1,1.0,2,1,True,1,3,0.7522234004043199,0.0578346671219618,0.6490764245733576,0.7522234004043199
1819,1,2,True,1.0,True,False,True,False,True,3.0,1,,3,3,58,,False,1,2,27,1.3837018743,27,1,1.0,3,1,False,1,2,0.4660693968746981,0.0561200944636819,0.5489726726016116,0.4660693968746981
1937,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,5,49,,False,1,2,26,0.873709995539998,26,1,1.0,2,1,False,3,2,0.442211955068804,0.039194595384413,0.4092546370180767,0.442211955068804
1971,1,3,True,1.0,True,False,True,False,True,1.0,1,,4,7,52,,False,2,1,45,0.5220525801,45,1,1.0,2,2,True,3,3,0.1883073955547776,0.0448124559875541,0.113641149893248,0.1883073955547776
1992,2,2,True,1.0,False,True,False,True,False,1.0,2,,3,8,38,,False,3,2,51,1.31190761988,51,0,2.0,2,3,False,3,3,0.2799860077323318,0.0908425491898477,0.2383888487950067,0.2799860077323318
1998,1,2,True,1.0,False,True,False,True,True,1.0,3,3.0,3,7,60,,False,1,2,36,0.584205082100002,36,0,3.0,3,1,False,3,1,0.2960016146071869,0.0360106900661803,0.4017733184599421,0.2960016146071869
2015,1,2,True,1.0,False,False,True,False,True,3.0,2,,3,8,62,,False,1,1,12,0.55936766782,12,1,2.0,3,1,True,3,3,0.5409723045873124,0.0404990786070361,0.4940945771976026,0.5409723045873124
2033,1,1,True,1.0,False,False,False,True,False,2.0,1,,3,7,93,,False,1,2,17,0.600869263259999,17,0,1.0,3,1,False,3,2,0.314318766929538,0.0360106900661803,0.4017733184599421,0.314318766929538
2034,2,2,True,1.0,False,True,False,True,True,1.0,3,2.0,2,5,75,,False,3,2,12,2.10649888465,12,0,3.0,3,3,False,3,3,0.2819368546368727,0.08980717482393,0.2331238574976277,0.2819368546368727
2045,1,2,True,1.0,False,False,True,False,True,1.0,3,3.0,3,6,62,,False,1,2,48,1.12645274635,48,1,3.0,3,1,False,3,3,0.5385923571271272,0.0360106900661803,0.4017733184599421,0.5385923571271272
2102,1,2,True,1.0,False,False,True,False,True,3.0,1,,2,8,61,,False,1,2,48,0.725866539239998,48,1,1.0,3,1,False,3,3,0.5385923571271272,0.0360106900661803,0.4017733184599421,0.5385923571271272
2133,2,2,True,4.0,False,False,True,False,True,3.0,3,1.0,2,3,48,,False,1,1,46,1.04615932015,46,1,3.0,2,1,True,1,2,0.7600581660243655,0.0578346671219618,0.6490764245733576,0.7600581660243655
2154,1,2,True,1.0,False,True,False,True,False,1.0,2,,3,8,58,,False,2,2,48,0.786669878700001,48,0,2.0,3,2,False,3,3,0.1313435664547568,0.0314726948325369,0.0768634545783466,0.1313435664547568
2205,1,2,True,1.0,False,False,True,False,True,3.0,1,,2,7,64,,False,1,2,18,0.600869263259999,18,1,1.0,3,1,False,3,2,0.4708743559337615,0.0360106900661803,0.4017733184599421,0.4708743559337615
2260,2,2,True,2.0,False,False,False,True,True,3.0,3,3.0,3,6,72,,False,1,2,12,0.929369491250001,12,0,3.0,3,1,False,3,3,0.4550999808665094,0.0360106900661803,0.4017733184599421,0.4550999808665094
2304,2,2,True,1.0,False,False,True,False,False,3.0,2,,2,7,52,,False,1,2,31,0.58073528032,31,1,2.0,2,1,False,3,2,0.5923263941118226,0.039194595384413,0.4092546370180767,0.5923263941118226
2328,1,2,True,1.0,False,True,False,True,True,3.0,3,2.0,3,7,40,,False,1,2,44,0.54332271085,44,0,3.0,2,1,False,3,1,0.3387348688005372,0.039194595384413,0.4092546370180767,0.3387348688005372
2399,1,3,True,1.0,False,True,False,True,True,1.0,2,,4,3,44,,True,1,1,17,1.58055663066,17,0,2.0,2,4,True,1,2,0.4411452014549775,0.1256792027458527,0.4857144663296094,0.4411452014549775
2433,1,2,True,1.0,False,False,False,True,True,3.0,2,,1,8,99,3.0,False,1,2,39,0.624432763780002,39,0,2.0,3,1,False,3,2,0.4705071015001206,0.0360106900661803,0.4017733184599421,0.4705071015001206
2439,2,2,True,1.0,False,False,True,True,False,2.0,1,,4,3,65,,False,1,1,31,1.2436609131,31,1,1.0,3,1,True,1,2,0.7671062454369365,0.0534926909646688,0.6383140764053872,0.7671062454369365
2451,1,2,True,1.0,True,False,True,False,True,1.0,1,,4,3,61,,False,1,2,37,1.37909680176,37,1,1.0,3,1,False,1,3,0.5598586319560682,0.0561200944636819,0.5489726726016116,0.5598586319560682
2490,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,3,66,,False,1,2,36,1.44445640052,36,1,1.0,3,1,False,1,1,0.4092372532002793,0.0561200944636819,0.5489726726016116,0.4092372532002793
2515,1,1,True,1.0,False,False,False,False,False,3.0,2,,1,5,99,1.0,False,9,1,36,1.74945515340001,36,0,2.0,3,9,True,3,1,0.4438731744064893,0.1201606342398542,0.55438178108617,0.4438731744064893
2534,1,2,True,1.0,False,False,False,True,True,1.0,2,,1,6,58,,False,2,2,45,1.08143575142,45,0,2.0,3,2,False,3,3,0.141409019568077,0.0314726948325369,0.0768634545783466,0.141409019568077
2565,1,2,True,2.0,False,False,True,False,False,3.0,1,,2,1,83,,False,1,2,37,1.37909680176,37,1,1.0,3,1,False,1,3,0.5598586319560682,0.0561200944636819,0.5489726726016116,0.5598586319560682
2586,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,4,54,,False,1,1,12,1.11950649372,12,1,1.0,2,1,True,3,3,0.5417764832585446,0.040626894432691,0.5017550319222035,0.5417764832585446
2590,1,2,True,1.0,False,True,False,True,True,1.0,2,,3,8,71,,False,1,1,51,0.55936766782,51,0,2.0,3,1,True,3,3,0.5345364979748635,0.0404990786070361,0.4940945771976026,0.5345364979748635
2615,1,2,True,1.0,False,False,False,False,False,1.0,4,3.0,3,7,62,,False,1,1,24,0.52507916545,24,0,3.0,3,1,True,3,3,0.3204342716734218,0.0404990786070361,0.4940945771976026,0.3204342716734218
2669,2,2,True,1.0,True,False,True,False,True,3.0,1,,1,3,75,,False,1,1,13,1.23952190814,13,1,1.0,3,1,True,1,3,0.6622469978275699,0.0534926909646688,0.6383140764053872,0.6622469978275699
2708,1,2,True,1.0,False,False,True,True,True,1.0,4,3.0,3,8,72,,False,1,1,21,0.50132007965,21,0,3.0,3,1,True,3,3,0.5338275261785459,0.0404990786070361,0.4940945771976026,0.5338275261785459
2750,2,2,True,1.0,False,False,False,False,False,2.0,4,2.0,1,3,20,,False,1,1,6,1.02791890025,6,0,2.0,1,1,True,1,4,0.4717372884792246,0.0649377019640003,0.6232752821548939,0.4717372884792246
