RESPID,PHTYPE,economic_situation,registered_vote,likely_to_vote,approve_trump,approve_biden,trump_stamina,biden_stamina,optimistic,elec_enthusiasm,party,party_unaffiliated,political_leaning,education,age,age_bin,latino,race,gender,state,FINALWGT,STATEFIP,vote_choice_recoded,party_recoded,age_recoded,race_recoded,male,education_recoded,region,propensity,mrp_subgroup_estimate_se,prop_small,propensity_fix
7410,1,2,True,1.0,True,False,True,False,True,1.0,1,,2,5,85,,False,1,2,51,0.9978493485,51,1,1.0,3,1,False,3,3,0.4496128421898675,0.0360106900661803,0.4017733184599421,0.4496128421898675
7442,2,9,True,1.0,True,False,True,False,True,1.0,3,1.0,4,5,20,,False,1,2,13,1.5067213427,13,1,3.0,1,1,False,3,3,0.4431089697391634,0.0491269541711467,0.3689259300784175,0.4431089697391634
7480,2,2,True,1.0,False,False,False,True,True,1.0,2,,3,4,18,,True,2,1,34,1.63798867934,34,0,2.0,1,4,True,3,1,0.3392489986634966,0.0774964155730101,0.3959243556474406,0.3392489986634966
7566,2,3,True,1.0,False,False,False,False,True,3.0,3,2.0,3,7,30,,False,1,1,13,0.627049722049998,13,1,3.0,1,1,True,3,3,0.5286504698183114,0.0503518404480937,0.4589593559582667,0.5286504698183114
7599,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,3,77,,False,1,1,12,1.28813061042,12,0,2.0,3,1,True,1,3,0.6583903227313598,0.0534926909646688,0.6383140764053872,0.6583903227313598
7706,1,1,True,1.0,False,False,False,True,False,2.0,4,3.0,2,7,59,,False,1,2,50,0.584205082100002,50,0,3.0,3,1,False,3,1,0.2880517577713961,0.0360106900661803,0.4017733184599421,0.2880517577713961
7727,1,2,True,2.0,False,False,False,True,True,2.0,2,,3,8,60,,False,1,2,25,0.651849881080001,25,0,2.0,3,1,False,3,1,0.2408816103654224,0.0360106900661803,0.4017733184599421,0.2408816103654224
7728,2,1,True,1.0,False,False,False,False,False,2.0,4,2.0,1,7,38,,False,1,1,26,0.4677948181,26,0,2.0,2,1,True,3,2,0.5268990767758065,0.040626894432691,0.5017550319222035,0.5268990767758065
7738,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,69,,False,1,1,12,0.55936766782,12,0,2.0,3,1,True,3,3,0.5409723045873124,0.0404990786070361,0.4940945771976026,0.5409723045873124
7746,2,2,True,1.0,False,True,False,True,True,1.0,2,,3,5,61,,False,1,2,12,1.0369806955,12,0,2.0,3,1,False,3,3,0.4550999808665094,0.0360106900661803,0.4017733184599421,0.4550999808665094
7753,2,1,True,2.0,False,False,False,True,True,3.0,4,3.0,3,3,24,,True,4,1,1,1.4015834139,1,0,3.0,1,4,True,1,3,0.6860359922969674,0.1231106881384675,0.4595839232690282,0.6860359922969674
7770,2,2,True,1.0,False,False,False,True,False,2.0,3,2.0,1,7,22,,False,1,2,26,0.69998752815,26,0,3.0,1,1,False,3,2,0.4254766246912188,0.0491269541711467,0.3689259300784175,0.4254766246912188
7835,2,3,True,1.0,False,False,True,False,True,1.0,4,1.0,3,5,46,,False,2,1,37,0.760208053800002,37,1,1.0,2,2,True,3,3,0.1253892794164836,0.0448124559875541,0.113641149893248,0.1253892794164836
7844,2,2,True,1.0,False,False,True,False,True,1.0,3,1.0,3,7,69,,False,1,2,12,0.5577706329,12,1,3.0,3,1,False,3,3,0.4550999808665094,0.0360106900661803,0.4017733184599421,0.4550999808665094
7868,2,2,True,1.0,False,False,True,False,False,3.0,3,1.0,3,3,21,,False,1,1,13,1.03511589315,13,1,3.0,1,1,True,1,3,0.6471664488549793,0.0649377019640003,0.6232752821548939,0.6471664488549793
7886,2,1,True,1.0,False,True,False,True,True,2.0,2,,3,3,67,,False,2,1,12,1.34335238738,12,0,2.0,3,2,True,1,3,0.2001286703628451,0.0757416998767623,0.1962305673010076,0.2001286703628451
7949,1,2,True,2.0,True,False,True,False,True,1.0,1,,3,3,83,,False,1,2,23,1.44445640052,23,1,1.0,3,1,False,1,1,0.5437925757985477,0.0561200944636819,0.5489726726016116,0.5437925757985477
7966,2,2,True,1.0,False,False,False,False,False,2.0,3,2.0,1,7,25,,False,1,2,55,0.69998752815,55,0,3.0,1,1,False,3,2,0.4190749879155485,0.0491269541711467,0.3689259300784175,0.4190749879155485
7972,2,2,True,1.0,False,False,True,False,True,2.0,3,3.0,4,6,72,,False,1,1,20,0.8380996235,20,1,3.0,3,1,True,3,2,0.6711232812872299,0.0404990786070361,0.4940945771976026,0.6711232812872299
8007,2,3,True,1.0,False,False,True,True,False,3.0,3,2.0,1,8,37,,False,1,1,18,0.4677948181,18,0,3.0,2,1,True,3,2,0.5573732765932292,0.040626894432691,0.5017550319222035,0.5573732765932292
8041,1,1,True,1.0,False,True,False,True,False,1.0,2,,3,3,57,,False,1,2,9,1.50110174956,9,0,2.0,3,1,False,1,1,0.4129404798989783,0.0561200944636819,0.5489726726016116,0.4129404798989783
8045,2,3,True,1.0,True,False,True,False,True,1.0,4,1.0,4,2,24,,False,9,1,33,1.19844231565,33,1,1.0,1,9,True,1,1,0.6770640901334084,0.1424875361807395,0.6998269341486337,0.6770640901334084
8069,2,2,True,1.0,False,False,False,True,False,3.0,3,2.0,3,7,26,,False,1,1,44,0.6567675185,44,0,3.0,1,1,True,3,1,0.4017969621049941,0.0503518404480937,0.4589593559582667,0.4017969621049941
8164,1,2,True,2.0,False,True,False,True,False,3.0,3,2.0,3,8,38,,False,1,2,9,0.54332271085,9,0,3.0,2,1,False,3,1,0.3003423341919098,0.039194595384413,0.4092546370180767,0.3003423341919098
8182,2,2,True,1.0,True,False,True,False,True,1.0,1,,2,4,47,,False,1,1,18,1.12324474374,18,1,1.0,2,1,True,3,2,0.5573732765932292,0.040626894432691,0.5017550319222035,0.5573732765932292
8217,1,3,True,1.0,True,False,True,False,True,3.0,1,,4,5,49,,False,1,2,23,0.912072187380001,23,1,1.0,2,1,False,3,1,0.4237730666012883,0.039194595384413,0.4092546370180767,0.4237730666012883
8310,2,2,True,1.0,False,False,False,True,True,3.0,3,2.0,3,7,33,,False,1,1,26,0.62914356385,26,0,3.0,1,1,True,3,2,0.5097715482970256,0.0503518404480937,0.4589593559582667,0.5097715482970256
8324,2,3,True,1.0,False,False,True,False,False,3.0,3,1.0,3,8,37,,False,1,1,48,0.565108962049998,48,1,3.0,2,1,True,3,3,0.6229298669181195,0.040626894432691,0.5017550319222035,0.6229298669181195
8338,2,1,True,1.0,False,False,True,True,True,3.0,2,,3,6,39,,True,1,2,48,1.48518227842,48,0,2.0,2,4,False,3,3,0.4639526632660223,0.0747412700957758,0.3549324737949213,0.4639526632660223
8367,2,2,True,1.0,False,False,False,False,False,2.0,3,1.0,4,3,54,,False,1,1,39,1.04615932015,39,1,3.0,2,1,True,1,2,0.6726201598810811,0.0578346671219618,0.6490764245733576,0.6726201598810811
8423,2,2,True,1.0,True,False,True,False,True,3.0,1,,4,6,99,2.0,False,9,2,36,1.00820230056,36,1,1.0,3,9,False,3,1,0.364383206924412,0.1224128422147893,0.4791533282102547,0.364383206924412
8432,2,2,True,1.0,False,False,True,False,True,3.0,1,,3,7,44,,False,1,1,48,0.606748569780002,48,1,1.0,2,1,True,3,3,0.6229298669181195,0.040626894432691,0.5017550319222035,0.6229298669181195
8448,2,2,True,2.0,False,False,True,False,True,3.0,1,,3,6,62,,True,5,2,45,1.35112319976,45,1,1.0,3,4,False,3,3,0.4802962589106272,0.0769561011276889,0.3483251919970561,0.4802962589106272
8458,2,2,True,1.0,False,False,False,True,True,3.0,2,,1,3,40,,False,1,2,37,1.29441296648,37,0,2.0,2,1,False,1,3,0.5605307238268681,0.0632724964544724,0.5607102200935249,0.5605307238268681
8476,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,2,59,,False,1,2,42,1.50110174956,42,0,2.0,3,1,False,1,1,0.4585944093585182,0.0561200944636819,0.5489726726016116,0.4585944093585182
8508,2,2,True,1.0,True,False,True,False,True,3.0,1,,2,5,25,,False,1,1,55,1.45887049278,55,1,1.0,1,1,True,3,2,0.5041666090376143,0.0503518404480937,0.4589593559582667,0.5041666090376143
8521,2,2,True,1.0,False,True,False,True,True,1.0,2,,1,7,35,,False,1,1,34,0.54487837836,34,0,2.0,2,1,True,3,1,0.4250267705185299,0.040626894432691,0.5017550319222035,0.4250267705185299
8552,2,2,True,1.0,False,False,False,False,False,2.0,3,3.0,3,7,39,,False,1,2,18,0.5204702984,18,0,3.0,2,1,False,3,2,0.4716990220141222,0.039194595384413,0.4092546370180767,0.4716990220141222
